#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.51584	-5.51584	0
2	-5.51528	-5.51556	0.00019858
3	-5.51528	-5.51547	0.000152997
4	-5.51643	-5.51571	0.00023757
5	-5.51517	-5.5156	0.000213275
6	-5.5152	-5.51553	0.000187707
7	-5.51525	-5.51549	0.000165125
8	-5.51584	-5.51553	0.000149957
9	-5.51594	-5.51558	0.000139776
10	-5.51453	-5.51547	0.000160279
11	-5.51554	-5.51548	0.000145812
12	-5.515	-5.51544	0.000138954
13	-5.51475	-5.51539	0.000137919
14	-5.51499	-5.51536	0.000130923
15	-5.51541	-5.51536	0.000122242
16	-5.51603	-5.5154	0.000121401
17	-5.51622	-5.51545	0.000123368
18	-5.51415	-5.51538	0.000136076
19	-5.51538	-5.51538	0.000128915
20	-5.51581	-5.5154	0.000124254
