#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-6.91194	-6.91194	0
2	-6.91091	-6.91143	0.000363729
3	-6.90884	-6.91057	0.000744978
4	-6.91106	-6.91069	0.000568768
5	-6.91565	-6.91168	0.000997598
6	-6.91072	-6.91152	0.000844127
7	-6.91066	-6.9114	0.000732435
8	-6.91496	-6.91184	0.000764343
9	-6.90552	-6.91114	0.000948729
10	-6.91471	-6.9115	0.000918677
11	-6.90879	-6.91125	0.000867554
12	-6.91337	-6.91143	0.000813027
13	-6.90988	-6.91131	0.00075915
14	-6.91576	-6.91163	0.000768615
15	-6.91266	-6.9117	0.00072046
16	-6.90987	-6.91158	0.000684382
17	-6.91083	-6.91154	0.000645539
18	-6.91132	-6.91153	0.000609789
19	-6.91163	-6.91153	0.000577718
20	-6.915	-6.91171	0.000574334
