#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.4739	-5.4739	0
2	-5.47311	-5.4735	0.000282028
3	-5.4735	-5.4735	0.000188021
4	-5.47412	-5.47366	0.000194099
5	-5.47433	-5.47379	0.000196518
6	-5.4729	-5.47364	0.000212951
7	-5.47473	-5.4738	0.000232424
8	-5.47337	-5.47374	0.000209466
9	-5.47374	-5.47374	0.000186192
10	-5.47269	-5.47364	0.000195247
11	-5.47209	-5.4735	0.000222787
12	-5.47353	-5.4735	0.000204242
13	-5.47307	-5.47347	0.000191235
14	-5.47385	-5.47349	0.000179478
15	-5.47312	-5.47347	0.000169268
16	-5.47332	-5.47346	0.000158932
17	-5.47328	-5.47345	0.00014993
18	-5.47275	-5.47341	0.000146577
19	-5.4737	-5.47343	0.00013965
20	-5.47328	-5.47342	0.000132857
