#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	0.921832	0.921832	0
2	0.921093	0.921462	0.000261475
3	0.9175	0.920142	0.00109235
4	0.921253	0.92042	0.000853863
5	0.922691	0.920874	0.000794778
6	0.921237	0.920934	0.000664619
7	0.917337	0.92042	0.000742192
8	0.922071	0.920627	0.000677494
9	0.923671	0.920965	0.000681452
10	0.922413	0.92111	0.000628508
11	0.917054	0.920741	0.000670872
12	0.922749	0.920909	0.000635498
13	0.920388	0.920868	0.000587876
14	0.922357	0.920975	0.000555423
15	0.922014	0.921044	0.000522695
16	0.924088	0.921234	0.000523513
17	0.921828	0.921269	0.000493883
18	0.919368	0.921164	0.000477604
19	0.923332	0.921278	0.000465903
20	0.917366	0.921082	0.000481909
