#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-5.46728	-5.46728	0
2	-5.46583	-5.46656	0.000511254
3	-5.46632	-5.46648	0.000347002
4	-5.4666	-5.46651	0.000261712
5	-5.46661	-5.46653	0.000210234
6	-5.46624	-5.46648	0.000180547
7	-5.46602	-5.46642	0.00016616
8	-5.46649	-5.46643	0.000145635
9	-5.46733	-5.46653	0.000160184
10	-5.46589	-5.46646	0.000156093
11	-5.46633	-5.46645	0.000142374
12	-5.46519	-5.46634	0.000164917
13	-5.46645	-5.46635	0.000152422
14	-5.46611	-5.46634	0.000142511
15	-5.46713	-5.46639	0.000142611
16	-5.46658	-5.4664	0.000134183
17	-5.46601	-5.46638	0.000128244
18	-5.46614	-5.46636	0.000121781
19	-5.46683	-5.46639	0.000117799
20	-5.4666	-5.4664	0.000112366
