BLOCK	ACTUAL_V	V_AVE	ERROR
1	1.22443	1.22443	0
2	0.979321	1.10188	0.0866598
3	2.13319	1.44565	0.286573
4	0.990979	1.33198	0.2364
5	1.11036	1.28766	0.193231
6	1.29624	1.28909	0.161031
7	1.47412	1.31552	0.140179
8	1.77422	1.37286	0.133871
9	1.83331	1.42402	0.128401
10	1.67539	1.44916	0.117995
11	2.42382	1.53776	0.136542
12	2.29764	1.60108	0.139074
13	1.62255	1.60274	0.128386
14	1.76002	1.61397	0.119706
15	1.81634	1.62746	0.112483
16	1.34314	1.60969	0.106848
17	1.2015	1.58568	0.103225
18	1.00586	1.55347	0.102393
19	2.03195	1.57865	0.100053
20	0.979524	1.5487	0.0994338
21	1.19309	1.53176	0.09613
22	1.6511	1.53719	0.0919134
23	2.03648	1.55889	0.0904444
24	1.13879	1.54139	0.0883535
25	1.21929	1.52851	0.0857536
26	1.01192	1.50864	0.0847259
27	1.24175	1.49875	0.0821625
28	1.62495	1.50326	0.0793517
29	1.63863	1.50793	0.0767526
30	1.47791	1.50693	0.0742007
31	1.04205	1.49193	0.0733068
32	1.31342	1.48635	0.0712279
33	1.39204	1.4835	0.0691268
34	0.948575	1.46776	0.0688607
35	1.37701	1.46517	0.0669421
36	1.52983	1.46697	0.0651067
37	3.39533	1.51908	0.0815826
38	0.9713	1.50467	0.0806992
39	1.40997	1.50224	0.0786665
40	1.10782	1.49238	0.0773154
41	2.36042	1.51355	0.0782748
42	1.68785	1.5177	0.0765211
43	1.57176	1.51896	0.0747518
44	1.44385	1.51725	0.0730724
45	0.94337	1.5045	0.0725529
46	0.888115	1.4911	0.0722024
47	1.20341	1.48498	0.0709252
48	1.0342	1.47559	0.0700666
49	1.15936	1.46913	0.0689332
50	0.937207	1.45849	0.0683705
51	1.06678	1.45081	0.06746
52	1.46413	1.45107	0.0661631
53	1.29381	1.4481	0.0649813
54	2.47509	1.46712	0.0665028
55	1.67857	1.47097	0.0654047
56	1.94454	1.47942	0.0647812
