BLOCK	ACTUAL_V	V_AVE	ERROR
763	4.18397	5.01671	0.0342923
764	4.68166	5.01627	0.0342502
765	4.28352	5.01531	0.0342188
766	3.88543	5.01384	0.0342059
767	4.76824	5.01352	0.0341628
768	3.67354	5.01177	0.0341629
769	4.53815	5.01116	0.034124
770	5.31896	5.01156	0.034082
771	4.04532	5.0103	0.0340609
772	5.05741	5.01037	0.0340168
773	4.45447	5.00965	0.0339804
774	4.17422	5.00857	0.0339536
775	4.80115	5.0083	0.0339109
776	5.40937	5.00882	0.0338711
777	4.09873	5.00764	0.0338478
778	4.65776	5.00719	0.0338072
779	3.2507	5.00494	0.033839
780	6.83944	5.00729	0.0338772
