BLOCK	ACTUAL_V	V_AVE	ERROR
1	1.03629	1.03629	0
2	1.8259	1.4311	0.279167
3	1.39778	1.41999	0.186332
4	1.58835	1.46208	0.144425
5	1.61636	1.49294	0.11879
6	1.11425	1.42982	0.114538
7	1.54077	1.44567	0.0992659
8	1.21254	1.41653	0.0910348
9	1.25892	1.39902	0.082587
10	1.22161	1.38128	0.07621
11	1.44241	1.38683	0.0694842
12	1.68517	1.4117	0.0679963
13	1.22196	1.3971	0.0643131
14	1.90071	1.43307	0.0690503
15	1.43451	1.43317	0.064447
16	1.34983	1.42796	0.0606292
17	1.28937	1.41981	0.0576082
18	1.96365	1.45002	0.0618251
19	1.72253	1.46436	0.0602119
20	1.71135	1.47671	0.0584539
21	1.61875	1.48348	0.0560604
22	1.35245	1.47752	0.0538276
23	1.42761	1.47535	0.051531
24	2.40299	1.514	0.0622132
25	1.56377	1.51599	0.0597565
26	1.36816	1.51031	0.057728
27	1.65961	1.51584	0.0558542
28	1.50958	1.51561	0.0538598
29	1.59388	1.51831	0.0520702
30	2.42085	1.5484	0.0583821
31	1.24214	1.53852	0.0573286
32	1.30597	1.53125	0.0559958
33	1.677	1.53567	0.0544729
34	1.20309	1.52589	0.0537418
35	2.10599	1.54246	0.0547026
36	1.80528	1.54976	0.053668
37	2.71014	1.58112	0.060693
38	1.44129	1.57744	0.0592073
39	2.42023	1.59905	0.0615065
40	1.36012	1.59308	0.0602582
41	1.48455	1.59043	0.0588466
42	1.72491	1.59363	0.0575326
43	1.32992	1.5875	0.0565205
44	1.27971	1.58051	0.0556672
45	2.22084	1.59474	0.0562194
46	1.90007	1.60137	0.0553877
47	1.56608	1.60062	0.0542143
48	1.74875	1.60371	0.0531726
49	1.57978	1.60322	0.0520897
50	1.83354	1.60783	0.0512512
51	1.23739	1.60056	0.0507583
52	1.04254	1.58983	0.050904
53	1.40421	1.58633	0.0500638
54	1.21182	1.57939	0.0496148
55	2.51911	1.59648	0.0515707
56	1.76633	1.59951	0.050739
57	1.62821	1.60002	0.0498513
58	1.57686	1.59962	0.0489934
59	1.13855	1.5918	0.0487823
60	1.5982	1.59191	0.0479693
61	1.10808	1.58398	0.0478342
62	1.23238	1.57831	0.0473976
63	1.17511	1.57191	0.0470754
64	2.09212	1.58003	0.0470363
65	1.89591	1.58489	0.0465631
66	1.10481	1.57762	0.0464223
67	0.920312	1.56781	0.0467546
68	1.29651	1.56382	0.0462369
69	1.27512	1.55964	0.0457557
70	1.33294	1.5564	0.0452165
71	1.37414	1.55383	0.0446525
72	1.42756	1.55208	0.0440667
73	1.97004	1.5578	0.0438335
74	1.69741	1.55969	0.0432817
75	1.12737	1.55392	0.0430867
76	1.73255	1.55628	0.0425839
77	1.37357	1.5539	0.0420969
78	1.9511	1.55899	0.041864
79	1.0304	1.5523	0.0418654
80	1.70628	1.55423	0.0413863
81	1.45908	1.55305	0.040892
82	2.24549	1.5615	0.041256
83	1.3627	1.5591	0.0408285
84	1.13686	1.55408	0.0406507
85	2.32649	1.56316	0.0411756
86	2.57559	1.57494	0.0423463
87	1.24482	1.57114	0.0420292
88	1.86463	1.57448	0.0416837
89	1.45872	1.57318	0.0412356
90	1.1283	1.56823	0.0410727
91	1.2548	1.56479	0.0407655
92	1.36106	1.56257	0.0403825
93	1.61699	1.56316	0.0399525
94	1.43111	1.56175	0.0395521
95	1.67629	1.56296	0.0391542
96	1.28995	1.56012	0.0388495
97	1.34553	1.5579	0.0385119
98	1.72094	1.55957	0.0381548
99	2.21011	1.56614	0.0383311
100	1.86885	1.56917	0.0380671
101	1.2016	1.56553	0.0378638
