,acc,loss,val_acc,val_loss
0,0.775783360004425,0.7600070238113403,0.9126999974250793,0.318206787109375
1,0.8869333267211914,0.39163511991500854,0.9294999837875366,0.24636432528495789
2,0.9095500111579895,0.3208242952823639,0.9383000135421753,0.20827420055866241
3,0.9235000014305115,0.27395114302635193,0.9452000260353088,0.18159736692905426
4,0.9314333200454712,0.2437690943479538,0.9506000280380249,0.16492228209972382
5,0.9386166930198669,0.21787099540233612,0.9544000029563904,0.1475401073694229
6,0.944350004196167,0.19772179424762726,0.9577000141143799,0.13740631937980652
7,0.9478499889373779,0.1835857331752777,0.9602000117301941,0.12712393701076508
8,0.9526500105857849,0.1692342460155487,0.9625999927520752,0.11855807900428772
9,0.9559833407402039,0.15646202862262726,0.9643999934196472,0.11040756851434708
10,0.9592999815940857,0.14532001316547394,0.9664000272750854,0.10615174472332001
11,0.9605333209037781,0.13862471282482147,0.967199981212616,0.10224646329879761
12,0.9634333252906799,0.12940356135368347,0.9696999788284302,0.0960972011089325
13,0.9653833508491516,0.12375225126743317,0.9707000255584717,0.09250480681657791
14,0.9667666554450989,0.11836943030357361,0.972100019454956,0.08830509334802628
15,0.9696833491325378,0.10885839909315109,0.9724000096321106,0.0865599513053894
16,0.9702833294868469,0.10552900284528732,0.9736999869346619,0.08256697654724121
17,0.9724000096321106,0.09875962883234024,0.9735999703407288,0.08099714666604996
18,0.9734833240509033,0.09516306966543198,0.974399983882904,0.0790519192814827
19,0.9739166498184204,0.09007370471954346,0.9753000140190125,0.07626945525407791
20,0.9753666520118713,0.08666703850030899,0.9767000079154968,0.0742737352848053
21,0.9769833087921143,0.08206911385059357,0.9757999777793884,0.07374655455350876
22,0.9773833155632019,0.07826577126979828,0.9769999980926514,0.07191025465726852
23,0.9777833223342896,0.07535400986671448,0.978600025177002,0.06969849020242691
24,0.978683352470398,0.07394517958164215,0.9778000116348267,0.07043439894914627
25,0.9800833463668823,0.06994418799877167,0.9775000214576721,0.06846452504396439
26,0.9800999760627747,0.06802768260240555,0.9785000085830688,0.06659133732318878
27,0.9816833138465881,0.06492621451616287,0.9789999723434448,0.06568332016468048
28,0.9819666743278503,0.06286485493183136,0.979200005531311,0.0656624287366867
29,0.9829999804496765,0.06112530082464218,0.9796000123023987,0.06466573476791382
