,acc,loss,val_acc,val_loss
0,0.5962499976158142,1.3600064516067505,0.8562999963760376,0.6811996698379517
1,0.7838500142097473,0.748158872127533,0.888700008392334,0.4747998118400574
2,0.8295333385467529,0.5996657013893127,0.9010000228881836,0.3992990255355835
3,0.8477166891098022,0.530055046081543,0.9099000096321106,0.3563389182090759
4,0.8618333339691162,0.48609066009521484,0.9136000275611877,0.32924219965934753
5,0.8725500106811523,0.45234498381614685,0.9168000221252441,0.3092004060745239
6,0.8801000118255615,0.4277777373790741,0.9186999797821045,0.29443639516830444
7,0.885783314704895,0.4061935245990753,0.9217000007629395,0.28243541717529297
8,0.8911333084106445,0.38900357484817505,0.9241999983787537,0.2725782096385956
9,0.894433319568634,0.3733063340187073,0.9257000088691711,0.26376497745513916
10,0.8982999920845032,0.36188778281211853,0.928600013256073,0.2553406059741974
11,0.9009166955947876,0.35219472646713257,0.9297999739646912,0.2485659420490265
12,0.9043166637420654,0.3419613540172577,0.9307000041007996,0.2425389438867569
13,0.9069499969482422,0.3341522216796875,0.9325000047683716,0.2367984652519226
14,0.9088500142097473,0.32698336243629456,0.9337999820709229,0.2316848337650299
15,0.9103166460990906,0.3183891475200653,0.9355000257492065,0.22700080275535583
16,0.9114999771118164,0.3149166405200958,0.935699999332428,0.22275060415267944
17,0.9156666398048401,0.30699169635772705,0.9366000294685364,0.21899424493312836
18,0.9154166579246521,0.3014930784702301,0.9383999705314636,0.21543623507022858
19,0.9168333411216736,0.2983289361000061,0.9386000037193298,0.21156667172908783
20,0.9187333583831787,0.2879697382450104,0.9395999908447266,0.20785832405090332
21,0.9218000173568726,0.282930850982666,0.9394000172615051,0.20477542281150818
22,0.921916663646698,0.28109169006347656,0.9415000081062317,0.2018197923898697
23,0.9227666854858398,0.27554720640182495,0.9413999915122986,0.19911687076091766
24,0.9239000082015991,0.27229779958724976,0.942300021648407,0.1965503692626953
25,0.9245166778564453,0.27035608887672424,0.9424999952316284,0.19401027262210846
26,0.9256166815757751,0.26618093252182007,0.9440000057220459,0.19163557887077332
27,0.9262833595275879,0.26216357946395874,0.944599986076355,0.18914341926574707
28,0.9278333187103271,0.2587532699108124,0.9452999830245972,0.18692739307880402
29,0.9290000200271606,0.25428396463394165,0.9455000162124634,0.18462757766246796
