,acc,loss,val_acc,val_loss
0,0.9167666435241699,0.28675442934036255,0.9675999879837036,0.10627646744251251
1,0.9644833207130432,0.12217287719249725,0.9715999960899353,0.09074079245328903
2,0.9749666452407837,0.08540233224630356,0.9733999967575073,0.09204772114753723
3,0.9797666668891907,0.06855854392051697,0.9764999747276306,0.07969867438077927
4,0.9841166734695435,0.05311451107263565,0.9771999716758728,0.08619525283575058
5,0.9865833520889282,0.045359086245298386,0.9768000245094299,0.08764923363924026
6,0.9875500202178955,0.040548548102378845,0.9796000123023987,0.0864681601524353
7,0.9886833429336548,0.03598107025027275,0.9789000153541565,0.0895637720823288
8,0.9900166392326355,0.030933121219277382,0.978600025177002,0.10066767036914825
9,0.9909666776657104,0.02977292239665985,0.9807000160217285,0.10344623029232025
10,0.9918166399002075,0.025677688419818878,0.9797000288963318,0.10711241513490677
11,0.9923333525657654,0.023929733783006668,0.9800000190734863,0.10710834711790085
12,0.9931833148002625,0.022426998242735863,0.9819999933242798,0.09044378250837326
13,0.9934499859809875,0.021013619378209114,0.9819999933242798,0.10803312808275223
14,0.9934333562850952,0.021654993295669556,0.98089998960495,0.12982675433158875
15,0.9947333335876465,0.017970789223909378,0.9818000197410583,0.1087612584233284
16,0.9937666654586792,0.020125627517700195,0.9797000288963318,0.12694768607616425
17,0.994616687297821,0.018322182819247246,0.9783999919891357,0.13261611759662628
18,0.9949333071708679,0.016666952520608902,0.9811000227928162,0.13263444602489471
19,0.9952666759490967,0.01518615335226059,0.9805999994277954,0.12361674755811691
20,0.9941666722297668,0.018877102062106133,0.9803000092506409,0.146026149392128
21,0.9955666661262512,0.01500198245048523,0.9832000136375427,0.12356148660182953
22,0.9958500266075134,0.015030031092464924,0.9803000092506409,0.14999143779277802
23,0.9961000084877014,0.0136859230697155,0.9828000068664551,0.13771994411945343
24,0.9950833320617676,0.016098974272608757,0.9818999767303467,0.153093621134758
25,0.9955166578292847,0.01636967808008194,0.9812999963760376,0.13865762948989868
26,0.996566653251648,0.011060230433940887,0.9832000136375427,0.16224390268325806
27,0.9959666728973389,0.015445462428033352,0.9836999773979187,0.1398015320301056
28,0.9962833523750305,0.013478507287800312,0.9829000234603882,0.16148656606674194
29,0.9965500235557556,0.013314217329025269,0.9825999736785889,0.17876863479614258
