,acc,loss,val_acc,val_loss
0,0.6038333177566528,1.3398141860961914,0.8646000027656555,0.6607888340950012
1,0.7937666773796082,0.7286239862442017,0.8924000263214111,0.4563417434692383
2,0.8334500193595886,0.5891682505607605,0.9043999910354614,0.38406023383140564
3,0.8538166880607605,0.5214462280273438,0.9110000133514404,0.3464641273021698
4,0.8629833459854126,0.48344096541404724,0.914900004863739,0.32194840908050537
5,0.87295001745224,0.45029693841934204,0.9190000295639038,0.30321434140205383
6,0.8832499980926514,0.42187950015068054,0.9217000007629395,0.28832903504371643
7,0.8870166540145874,0.4048493802547455,0.9247000217437744,0.2761063575744629
8,0.8898666501045227,0.3908217251300812,0.9261000156402588,0.26705583930015564
9,0.8942999839782715,0.3795715570449829,0.9280999898910522,0.25877296924591064
