,acc,loss,val_acc,val_loss
0,0.6042666435241699,1.3118834495544434,0.8579000234603882,0.6507514715194702
1,0.7928833365440369,0.7141616344451904,0.8891000151634216,0.45776641368865967
2,0.832883358001709,0.5815545320510864,0.9017999768257141,0.3877255916595459
3,0.8533999919891357,0.5145988464355469,0.909500002861023,0.34802472591400146
4,0.865066647529602,0.47351011633872986,0.9150000214576721,0.32291942834854126
5,0.8748999834060669,0.439918577671051,0.9190000295639038,0.3033289313316345
6,0.8815833330154419,0.41818347573280334,0.9232000112533569,0.2887210249900818
7,0.8847500085830688,0.4027630090713501,0.9251999855041504,0.2767893373966217
8,0.8919000029563904,0.3871772587299347,0.9261999726295471,0.26662155985832214
9,0.8936833143234253,0.37475281953811646,0.9287999868392944,0.2578377425670624
10,0.899483323097229,0.36036673188209534,0.9305999875068665,0.24989640712738037
11,0.9008833169937134,0.35111480951309204,0.9320999979972839,0.24337983131408691
12,0.904699981212616,0.3412973880767822,0.9333999752998352,0.23714658617973328
13,0.9059666395187378,0.3348524272441864,0.9348000288009644,0.23175828158855438
14,0.910016655921936,0.3218812942504883,0.9365000128746033,0.22601942718029022
15,0.9104999899864197,0.3179614543914795,0.9370999932289124,0.22118569910526276
16,0.9130333065986633,0.31118568778038025,0.9384999871253967,0.2168460488319397
17,0.9145833253860474,0.3042883574962616,0.9391000270843506,0.212797150015831
18,0.916266679763794,0.3015020191669464,0.9401999711990356,0.20931877195835114
19,0.9177833199501038,0.29489752650260925,0.9412999749183655,0.20557907223701477
