#BLOCK:	ACTUAL_X:	X_AVE:	ERROR:
1	-16.0283	-16.0283	0
2	-15.4321	-15.7302	0.210789
3	-15.755	-15.7385	0.140687
4	-15.5083	-15.6809	0.116696
5	-15.6529	-15.6753	0.0934918
6	-15.7406	-15.6862	0.0785404
7	-16.5238	-15.8059	0.129632
8	-15.3195	-15.7451	0.126884
9	-15.421	-15.7091	0.117784
10	-15.9159	-15.7297	0.107806
11	-16.9381	-15.8396	0.143443
12	-16.1352	-15.8642	0.133588
13	-15.2596	-15.8177	0.131158
14	-15.5188	-15.7964	0.123516
15	-16.7677	-15.8611	0.131163
16	-15.6221	-15.8462	0.123813
17	-15.8279	-15.8451	0.116535
18	-16.5368	-15.8835	0.116224
19	-16.5659	-15.9194	0.115522
20	-16.4521	-15.9461	0.112773
21	-16.5713	-15.9759	0.111264
22	-15.9273	-15.9736	0.106229
23	-16.8483	-16.0117	0.108203
24	-15.6788	-15.9978	0.104579
25	-15.8082	-15.9902	0.100671
26	-15.5469	-15.9732	0.0982319
27	-16.2743	-15.9843	0.0952245
28	-16.3166	-15.9962	0.0925602
29	-15.9622	-15.995	0.0893758
30	-15.4861	-15.9781	0.0879916
31	-16.5961	-15.998	0.0873829
32	-16.0899	-16.0009	0.0846993
33	-17.0171	-16.0317	0.0875525
34	-15.6107	-16.0193	0.0858482
35	-16.1032	-16.0217	0.0834289
36	-15.4159	-16.0049	0.0827908
37	-16.0335	-16.0056	0.0805568
38	-15.7791	-15.9997	0.0786571
39	-16.1787	-16.0043	0.0767742
40	-15.9175	-16.0021	0.0748854
41	-15.9689	-16.0013	0.0730633
42	-15.8085	-15.9967	0.0714677
43	-15.749	-15.9909	0.0700374
44	-15.3337	-15.976	0.0700205
45	-16.1879	-15.9807	0.0686227
46	-16.1745	-15.9849	0.0672601
47	-15.7317	-15.9795	0.0660444
48	-16.6068	-15.9926	0.0659487
49	-15.3252	-15.979	0.0659943
50	-16.4763	-15.9889	0.0654196
51	-16.247	-15.994	0.0643323
52	-15.4129	-15.9828	0.0640584
53	-16.3476	-15.9897	0.0632184
54	-15.5169	-15.9809	0.0626511
55	-15.7935	-15.9775	0.0616047
56	-15.9297	-15.9767	0.0605105
57	-15.9345	-15.9759	0.0594534
58	-16.3445	-15.9823	0.0587671
59	-15.2035	-15.9691	0.059235
60	-15.8615	-15.9673	0.0582749
61	-15.5173	-15.9599	0.0577847
62	-15.9118	-15.9591	0.0568579
63	-16.6573	-15.9702	0.057025
64	-16.2047	-15.9739	0.0562516
65	-15.8995	-15.9727	0.0553978
66	-16.8529	-15.9861	0.0561408
67	-15.3543	-15.9766	0.0560891
68	-15.3615	-15.9676	0.0559891
69	-16.2503	-15.9717	0.0553274
70	-16.1213	-15.9738	0.0545783
71	-14.8193	-15.9576	0.0561796
72	-15.8309	-15.9558	0.0554269
73	-15.3925	-15.9481	0.0552022
74	-15.2926	-15.9392	0.0551624
75	-15.8619	-15.9382	0.0544365
76	-15.6426	-15.9343	0.053859
77	-14.5949	-15.9169	0.055898
78	-15.9223	-15.917	0.0551814
79	-16.438	-15.9236	0.0548756
80	-16.6931	-15.9332	0.0550263
81	-16.038	-15.9345	0.0543621
82	-15.9735	-15.935	0.0537013
83	-16.4194	-15.9408	0.0533705
84	-15.6096	-15.9369	0.0528806
85	-15.6426	-15.9334	0.0523716
86	-15.9551	-15.9337	0.0517633
87	-16.1529	-15.9362	0.0512296
88	-15.2123	-15.928	0.0513036
89	-17.2064	-15.9423	0.0526997
90	-16.6764	-15.9505	0.0527416
91	-16.5035	-15.9566	0.052511
92	-15.5496	-15.9521	0.0521262
93	-15.7227	-15.9497	0.0516241
94	-16.0778	-15.951	0.0510929
95	-15.0479	-15.9415	0.0514319
96	-15.8728	-15.9408	0.0509012
97	-16.4439	-15.946	0.05064
98	-15.7659	-15.9442	0.0501566
99	-15.8691	-15.9434	0.0496557
100	-15.8009	-15.942	0.0491795
