#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-0.444084	-0.444084	0
2	-0.443947	-0.444016	4.83378e-05
3	-0.445279	-0.444437	0.000345252
4	-0.443505	-0.444204	0.00032832
5	-0.442251	-0.443813	0.000437027
6	-0.442323	-0.443565	0.00042902
7	-0.444092	-0.44364	0.00037428
8	-0.443964	-0.443681	0.000329678
9	-0.44358	-0.443669	0.000293236
10	-0.444095	-0.443712	0.000266983
11	-0.444046	-0.443742	0.000244431
12	-0.442333	-0.443625	0.000250712
13	-0.441893	-0.443492	0.000264455
14	-0.445799	-0.443656	0.000292438
15	-0.44476	-0.44373	0.000282038
16	-0.444219	-0.443761	0.000266061
17	-0.44444	-0.443801	0.000253397
18	-0.445313	-0.443885	0.000252867
19	-0.44684	-0.44404	0.000283385
20	-0.445036	-0.44409	0.000273554
21	-0.444702	-0.444119	0.000262077
22	-0.444571	-0.44414	0.000250967
23	-0.443345	-0.444105	0.00024242
24	-0.443944	-0.444098	0.000232411
25	-0.442729	-0.444044	0.000229475
26	-0.442547	-0.443986	0.000227753
27	-0.442322	-0.443924	0.000227506
28	-0.443947	-0.443925	0.000219382
29	-0.44272	-0.443884	0.000215721
30	-0.443065	-0.443856	0.000210248
31	-0.444834	-0.443888	0.000205818
32	-0.444434	-0.443905	0.000200092
33	-0.442494	-0.443862	0.000198547
34	-0.443498	-0.443851	0.000192996
35	-0.444977	-0.443884	0.000190141
36	-0.441525	-0.443818	0.000195818
37	-0.443087	-0.443798	0.000191521
38	-0.443407	-0.443788	0.000186757
39	-0.444117	-0.443796	0.000182159
40	-0.444056	-0.443803	0.00017772
41	-0.443561	-0.443797	0.000173484
42	-0.444977	-0.443825	0.000171613
43	-0.446195	-0.44388	0.000176251
44	-0.441417	-0.443824	0.000180916
45	-0.442296	-0.44379	0.000180056
46	-0.445174	-0.44382	0.000178637
47	-0.443645	-0.443817	0.000174875
48	-0.443515	-0.44381	0.000171345
49	-0.446154	-0.443858	0.000174394
50	-0.445037	-0.443882	0.000172493
51	-0.444422	-0.443892	0.000169435
52	-0.443798	-0.443891	0.000166187
53	-0.444866	-0.443909	0.000164067
54	-0.443898	-0.443909	0.000161028
55	-0.444249	-0.443915	0.00015822
56	-0.445095	-0.443936	0.000156792
57	-0.444396	-0.443944	0.000154249
58	-0.444592	-0.443955	0.000151994
59	-0.442609	-0.443932	0.00015112
60	-0.444395	-0.44394	0.000148798
61	-0.442759	-0.443921	0.000147612
62	-0.443211	-0.443909	0.000145675
63	-0.446037	-0.443943	0.000147227
64	-0.443219	-0.443932	0.000145361
65	-0.446741	-0.443975	0.000149411
66	-0.442912	-0.443959	0.000148013
67	-0.445373	-0.44398	0.0001473
68	-0.443071	-0.443967	0.000145739
69	-0.441722	-0.443934	0.000147212
70	-0.445532	-0.443957	0.000146868
71	-0.44202	-0.44393	0.000147312
72	-0.4444	-0.443936	0.000145411
73	-0.443228	-0.443926	0.000143742
74	-0.443143	-0.443916	0.000142189
75	-0.442103	-0.443892	0.000142333
76	-0.442236	-0.44387	0.000142117
77	-0.443276	-0.443862	0.00014048
78	-0.442099	-0.44384	0.000140486
79	-0.445232	-0.443857	0.000139809
80	-0.445576	-0.443879	0.000139702
81	-0.444262	-0.443883	0.000138058
82	-0.444505	-0.443891	0.000136582
83	-0.443437	-0.443886	0.000135046
84	-0.444279	-0.44389	0.00013352
85	-0.445052	-0.443904	0.000132647
86	-0.443687	-0.443901	0.000131129
87	-0.44404	-0.443903	0.000129631
88	-0.444955	-0.443915	0.000128708
89	-0.446547	-0.443945	0.000130614
90	-0.444839	-0.443954	0.00012954
91	-0.445947	-0.443976	0.000129954
92	-0.442314	-0.443958	0.000129791
93	-0.443994	-0.443959	0.000128396
94	-0.445618	-0.443976	0.000128237
95	-0.444009	-0.443977	0.000126888
96	-0.443469	-0.443971	0.000125677
97	-0.442181	-0.443953	0.00012573
98	-0.443704	-0.44395	0.000124472
99	-0.441885	-0.44393	0.000124951
100	-0.443617	-0.443926	0.000123741
