#BLOCK:	ACTUAL_CV:	CV_AVE:	ERROR:
1	0.178678	0.178678	0
2	0.178632	0.178655	1.65439e-05
3	0.178469	0.178593	5.18494e-05
4	0.178768	0.178637	5.42929e-05
5	0.178944	0.178698	7.01158e-05
6	0.178974	0.178744	7.19257e-05
7	0.178757	0.178746	6.1674e-05
8	0.178654	0.178735	5.50296e-05
9	0.178677	0.178728	4.92898e-05
10	0.178721	0.178727	4.43654e-05
11	0.178603	0.178716	4.17477e-05
12	0.179005	0.17874	4.46568e-05
13	0.179059	0.178765	4.74815e-05
14	0.17837	0.178736	5.17788e-05
15	0.17858	0.178726	4.93615e-05
16	0.178636	0.17872	4.65984e-05
17	0.178586	0.178713	4.45246e-05
18	0.178467	0.178699	4.40854e-05
19	0.178165	0.178671	4.99171e-05
20	0.178484	0.178661	4.82889e-05
21	0.178434	0.178651	4.71845e-05
22	0.178602	0.178648	4.50926e-05
23	0.17879	0.178655	4.35486e-05
24	0.178662	0.178655	4.17352e-05
25	0.178909	0.178665	4.12848e-05
26	0.179029	0.178679	4.20037e-05
27	0.179021	0.178692	4.23159e-05
28	0.178584	0.178688	4.09801e-05
29	0.178935	0.178696	4.04439e-05
30	0.178828	0.178701	3.93326e-05
31	0.178514	0.178695	3.85213e-05
32	0.1786	0.178692	3.74305e-05
33	0.178951	0.1787	3.71111e-05
34	0.178824	0.178703	3.62003e-05
35	0.178422	0.178695	3.60493e-05
36	0.179203	0.178709	3.77111e-05
37	0.178869	0.178714	3.69392e-05
38	0.178781	0.178715	3.60089e-05
39	0.178565	0.178712	3.52927e-05
40	0.17869	0.178711	3.44145e-05
41	0.178778	0.178713	3.36138e-05
42	0.178509	0.178708	3.31599e-05
43	0.178163	0.178695	3.47253e-05
44	0.179172	0.178706	3.55866e-05
45	0.17896	0.178712	3.52397e-05
46	0.178453	0.178706	3.49189e-05
47	0.178778	0.178708	3.42095e-05
48	0.178878	0.178711	3.36816e-05
49	0.178318	0.178703	3.39347e-05
50	0.178501	0.178699	3.34965e-05
51	0.178595	0.178697	3.2902e-05
52	0.178708	0.178697	3.227e-05
53	0.178484	0.178693	3.19101e-05
54	0.178753	0.178694	3.13382e-05
55	0.178644	0.178693	3.07816e-05
56	0.178409	0.178688	3.06485e-05
57	0.178537	0.178686	3.02261e-05
58	0.178517	0.178683	2.98447e-05
59	0.178933	0.178687	2.96386e-05
60	0.178592	0.178685	2.91867e-05
61	0.179015	0.178691	2.92041e-05
62	0.178808	0.178693	2.87944e-05
63	0.178326	0.178687	2.89199e-05
64	0.178819	0.178689	2.85416e-05
65	0.178107	0.17868	2.94755e-05
66	0.178867	0.178683	2.91654e-05
67	0.178401	0.178679	2.90313e-05
68	0.178899	0.178682	2.87842e-05
69	0.17909	0.178688	2.89676e-05
70	0.178429	0.178684	2.87891e-05
71	0.179072	0.17869	2.88978e-05
72	0.178554	0.178688	2.8558e-05
73	0.17886	0.17869	2.8264e-05
74	0.178782	0.178691	2.79096e-05
75	0.179072	0.178696	2.79961e-05
76	0.179012	0.1787	2.7934e-05
77	0.178835	0.178702	2.76259e-05
78	0.179199	0.178709	2.7997e-05
79	0.178447	0.178705	2.78378e-05
80	0.178381	0.178701	2.77839e-05
81	0.178676	0.178701	2.74427e-05
82	0.178489	0.178698	2.72289e-05
83	0.178839	0.1787	2.69533e-05
84	0.178602	0.178699	2.66579e-05
85	0.178273	0.178694	2.68109e-05
86	0.17872	0.178694	2.65009e-05
87	0.178516	0.178692	2.62751e-05
88	0.178474	0.17869	2.60934e-05
89	0.178163	0.178684	2.64631e-05
90	0.178496	0.178682	2.62515e-05
91	0.17838	0.178678	2.6171e-05
92	0.179155	0.178683	2.63949e-05
93	0.178748	0.178684	2.61202e-05
94	0.178357	0.178681	2.60727e-05
95	0.178717	0.178681	2.5801e-05
96	0.178882	0.178683	2.56172e-05
97	0.179032	0.178687	2.56036e-05
98	0.178661	0.178687	2.53437e-05
99	0.179037	0.17869	2.5333e-05
100	0.178806	0.178691	2.51063e-05
