#BLOCK:	ACTUAL_CV:	CV_AVE:	ERROR:
1	0.0977127	0.0977127	0
2	0.0977104	0.0977116	8.13496e-07
3	0.097751	0.0977247	1.07556e-05
4	0.0977506	0.0977312	9.82085e-06
5	0.0977227	0.0977295	8.00324e-06
6	0.0978091	0.0977428	1.38262e-05
7	0.0976098	0.0977238	2.12121e-05
8	0.0975185	0.0976981	3.03386e-05
9	0.097774	0.0977065	2.81147e-05
10	0.0978088	0.0977168	2.71009e-05
11	0.0976251	0.0977084	2.58872e-05
12	0.0977331	0.0977105	2.38114e-05
13	0.0977902	0.0977166	2.27552e-05
14	0.0975332	0.0977035	2.46125e-05
15	0.0976283	0.0976985	2.34772e-05
16	0.0976762	0.0976971	2.20513e-05
17	0.0976497	0.0976943	2.093e-05
18	0.0976246	0.0976904	2.01224e-05
19	0.0975154	0.0976812	2.10669e-05
20	0.0977409	0.0976842	2.02235e-05
21	0.0976803	0.097684	1.92613e-05
22	0.0976309	0.0976816	1.85369e-05
23	0.0977178	0.0976832	1.77975e-05
24	0.0976776	0.097683	1.70575e-05
25	0.0978165	0.0976883	1.71907e-05
26	0.0976649	0.0976874	1.65531e-05
27	0.0978344	0.0976928	1.68121e-05
28	0.0976346	0.0976908	1.63398e-05
29	0.0976211	0.0976884	1.59521e-05
30	0.0976214	0.0976861	1.55756e-05
31	0.0975513	0.0976818	1.56683e-05
32	0.0975155	0.0976766	1.60171e-05
33	0.0977764	0.0976796	1.58147e-05
34	0.0978361	0.0976842	1.60057e-05
35	0.0975942	0.0976816	1.57536e-05
36	0.0978269	0.0976857	1.58241e-05
37	0.0977381	0.0976871	1.54597e-05
38	0.0977854	0.0976897	1.52677e-05
39	0.0976778	0.0976894	1.48793e-05
40	0.0976588	0.0976886	1.45269e-05
41	0.0977169	0.0976893	1.41889e-05
42	0.0976589	0.0976886	1.38696e-05
43	0.0976562	0.0976878	1.35674e-05
44	0.097821	0.0976908	1.35924e-05
45	0.0977771	0.0976928	1.34249e-05
46	0.0976582	0.097692	1.31541e-05
47	0.0977057	0.0976923	1.28775e-05
48	0.0976796	0.097692	1.26119e-05
49	0.0976011	0.0976902	1.24902e-05
50	0.0975913	0.0976882	1.2396e-05
51	0.0975915	0.0976863	1.2297e-05
52	0.0977455	0.0976874	1.21131e-05
53	0.0976239	0.0976862	1.19436e-05
54	0.097805	0.0976884	1.19232e-05
55	0.0976092	0.097687	1.17932e-05
56	0.0976871	0.097687	1.15826e-05
57	0.0977434	0.097688	1.14215e-05
58	0.0976862	0.097688	1.12246e-05
59	0.0978305	0.0976904	1.12915e-05
60	0.0976752	0.0976901	1.11061e-05
61	0.0976815	0.09769	1.09249e-05
62	0.0976413	0.0976892	1.07769e-05
63	0.0973917	0.0976845	1.15945e-05
64	0.0976833	0.0976845	1.14133e-05
65	0.097494	0.0976815	1.16079e-05
66	0.0977168	0.0976821	1.14443e-05
67	0.0976544	0.0976817	1.12809e-05
68	0.0978305	0.0976838	1.13254e-05
69	0.0977603	0.097685	1.12153e-05
70	0.0977211	0.0976855	1.1067e-05
71	0.0977805	0.0976868	1.09918e-05
72	0.0976433	0.0976862	1.08557e-05
73	0.0977123	0.0976866	1.07129e-05
74	0.0977318	0.0976872	1.05855e-05
75	0.0977959	0.0976886	1.05432e-05
76	0.097707	0.0976889	1.04073e-05
77	0.0977042	0.0976891	1.0274e-05
78	0.0977568	0.0976899	1.01789e-05
79	0.0976168	0.097689	1.0092e-05
80	0.0974976	0.0976866	1.02455e-05
81	0.0977134	0.0976869	1.01244e-05
82	0.0976063	0.097686	1.00486e-05
83	0.0976297	0.0976853	9.9504e-06
84	0.0976004	0.0976843	9.88314e-06
85	0.0976401	0.0976838	9.7805e-06
86	0.0976644	0.0976835	9.66935e-06
87	0.0976207	0.0976828	9.58513e-06
88	0.0975508	0.0976813	9.5929e-06
89	0.0976705	0.0976812	9.48589e-06
90	0.0975914	0.0976802	9.43278e-06
91	0.0976077	0.0976794	9.36269e-06
92	0.0979678	0.0976825	9.77178e-06
93	0.0977568	0.0976833	9.69929e-06
94	0.0977415	0.0976839	9.61585e-06
95	0.0978123	0.0976853	9.60908e-06
96	0.0978017	0.0976865	9.58523e-06
97	0.0976763	0.0976864	9.48699e-06
98	0.0976418	0.0976859	9.40111e-06
99	0.0978421	0.0976875	9.43755e-06
100	0.0976933	0.0976876	9.34335e-06
