#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-0.3215	-0.3215	0
2	-0.321568	-0.321534	2.42255e-05
3	-0.32106	-0.321376	0.000129911
4	-0.321117	-0.321311	0.000112416
5	-0.32109	-0.321267	9.82788e-05
6	-0.32011	-0.321074	0.000194207
7	-0.322775	-0.321317	0.000279805
8	-0.324272	-0.321686	0.00042348
9	-0.320598	-0.321565	0.000393301
10	-0.320678	-0.321477	0.000363843
11	-0.322611	-0.32158	0.000345079
12	-0.320762	-0.321512	0.000322985
13	-0.320106	-0.321404	0.000315725
14	-0.324117	-0.321597	0.000347595
15	-0.322519	-0.321659	0.000329806
16	-0.322446	-0.321708	0.000312844
17	-0.322087	-0.32173	0.000295236
18	-0.322377	-0.321766	0.000281013
19	-0.323976	-0.321883	0.000289282
20	-0.321181	-0.321848	0.000276934
21	-0.321483	-0.32183	0.00026429
22	-0.323036	-0.321885	0.000257894
23	-0.321405	-0.321864	0.000247525
24	-0.321944	-0.321867	0.000237234
25	-0.320383	-0.321808	0.000235059
26	-0.32246	-0.321833	0.000227353
27	-0.320136	-0.32177	0.00022745
28	-0.32225	-0.321787	0.000219972
29	-0.322605	-0.321816	0.000214188
30	-0.32232	-0.321832	0.000207708
31	-0.323631	-0.32189	0.000208957
32	-0.32406	-0.321958	0.00021314
33	-0.320784	-0.321923	0.00020963
34	-0.320115	-0.32187	0.0002101
35	-0.322842	-0.321897	0.000205925
36	-0.320748	-0.321865	0.000202663
37	-0.32162	-0.321859	0.000197294
38	-0.32046	-0.321822	0.000195506
39	-0.321737	-0.32182	0.000190506
40	-0.322129	-0.321827	0.0001859
41	-0.32127	-0.321814	0.000181863
42	-0.322413	-0.321828	0.000178091
43	-0.322198	-0.321837	0.000174157
44	-0.319667	-0.321787	0.000177044
45	-0.320692	-0.321763	0.000174774
46	-0.322135	-0.321771	0.000171161
47	-0.32169	-0.321769	0.000167529
48	-0.322843	-0.321792	0.000165525
49	-0.323734	-0.321831	0.000166826
50	-0.323556	-0.321866	0.000167018
51	-0.323373	-0.321895	0.000166338
52	-0.321239	-0.321883	0.000163618
53	-0.322774	-0.3219	0.000161392
54	-0.3207	-0.321877	0.000159925
55	-0.323276	-0.321903	0.000159025
56	-0.32126	-0.321891	0.000156599
57	-0.321213	-0.32188	0.000154304
58	-0.32129	-0.321869	0.000151977
59	-0.319717	-0.321833	0.000153717
60	-0.322371	-0.321842	0.000151417
61	-0.322365	-0.32185	0.000149177
62	-0.322456	-0.32186	0.00014709
63	-0.326425	-0.321933	0.000161617
64	-0.32202	-0.321934	0.000159098
65	-0.324633	-0.321976	0.000161979
66	-0.320891	-0.321959	0.000160356
67	-0.322732	-0.321971	0.000158377
68	-0.320117	-0.321943	0.000158378
69	-0.320134	-0.321917	0.000158238
70	-0.321779	-0.321915	0.00015599
71	-0.32047	-0.321895	0.000155116
72	-0.322345	-0.321901	0.000153088
73	-0.32169	-0.321898	0.000151018
74	-0.32062	-0.321881	0.000149961
75	-0.320191	-0.321858	0.000149645
76	-0.321522	-0.321854	0.000147742
77	-0.321438	-0.321849	0.000145922
78	-0.321393	-0.321843	0.000144168
79	-0.323071	-0.321858	0.000143178
80	-0.324737	-0.321894	0.00014584
81	-0.321173	-0.321885	0.000144311
82	-0.323066	-0.3219	0.000143267
83	-0.323092	-0.321914	0.000142259
84	-0.323005	-0.321927	0.000141157
85	-0.32249	-0.321934	0.000139651
86	-0.321832	-0.321933	0.000138033
87	-0.321934	-0.321933	0.000136446
88	-0.323858	-0.321954	0.000136638
89	-0.322161	-0.321957	0.000135123
90	-0.323657	-0.321976	0.000134935
91	-0.323187	-0.321989	0.000134108
92	-0.31872	-0.321953	0.000137275
93	-0.320742	-0.32194	0.000136415
94	-0.321366	-0.321934	0.000135101
95	-0.32031	-0.321917	0.000134757
96	-0.320494	-0.321902	0.000134167
97	-0.322227	-0.321906	0.000132825
98	-0.321892	-0.321906	0.00013147
99	-0.319302	-0.321879	0.000132747
100	-0.321686	-0.321877	0.000131433
