#BLOCK:	ACTUAL_M:	M_AVE:	ERROR:
1	0.02001	0.02001	0
2	0.025174	0.022592	0.00182575
3	0.020742	0.0219753	0.0013172
4	0.020826	0.021688	0.00101876
5	0.017158	0.020782	0.00114931
6	0.024538	0.021408	0.00111528
7	0.031394	0.0228346	0.00163041
8	0.026402	0.0232805	0.00148634
9	0.01881	0.0227838	0.00140174
10	0.029154	0.0234208	0.00139884
11	0.019492	0.0230636	0.00131648
12	0.023826	0.0231272	0.00120831
13	0.017662	0.0227068	0.00118624
14	0.02274	0.0227091	0.00110151
15	0.023982	0.022794	0.00103134
16	0.02335	0.0228287	0.000967467
17	0.020412	0.0226866	0.000920943
18	0.023652	0.0227402	0.00087134
19	0.02679	0.0229534	0.00085115
20	0.02239	0.0229252	0.000809059
21	0.016912	0.0226389	0.000819639
22	0.026736	0.0228251	0.000803261
23	0.026068	0.0229661	0.000780613
24	0.020608	0.0228678	0.000754246
25	0.022668	0.0228598	0.000724118
26	0.02536	0.022956	0.000702624
27	0.024888	0.0230276	0.000680234
28	0.019364	0.0228967	0.000668405
29	0.024376	0.0229477	0.0006473
30	0.021664	0.0229049	0.000627136
31	0.02471	0.0229632	0.000609603
32	0.021282	0.0229106	0.000592813
33	0.023078	0.0229157	0.00057487
34	0.023092	0.0229209	0.000557986
35	0.019238	0.0228157	0.000551876
36	0.03107	0.0230449	0.000582232
37	0.028346	0.0231882	0.000583858
38	0.024946	0.0232345	0.000570322
39	0.021248	0.0231835	0.000557969
40	0.022792	0.0231737	0.000544105
41	0.02443	0.0232044	0.000531696
42	0.023254	0.0232056	0.000519038
43	0.023956	0.023223	0.000507261
44	0.019064	0.0231285	0.000504462
45	0.019984	0.0230586	0.000498068
46	0.021098	0.023016	0.000489061
47	0.027026	0.0231013	0.00048604
48	0.032766	0.0233027	0.000515937
49	0.032086	0.0234819	0.000535642
50	0.028254	0.0235774	0.000533364
51	0.023706	0.0235799	0.000522912
52	0.021496	0.0235398	0.000514389
53	0.020684	0.0234859	0.000507498
54	0.024486	0.0235044	0.000498438
55	0.022474	0.0234857	0.000489728
56	0.020774	0.0234373	0.00048337
57	0.024204	0.0234507	0.000475077
58	0.027214	0.0235156	0.000471296
59	0.019866	0.0234538	0.00046735
60	0.021326	0.0234183	0.000460904
61	0.027964	0.0234928	0.000459333
62	0.024742	0.023513	0.000452366
63	0.030874	0.0236298	0.000460028
64	0.022552	0.023613	0.000453148
65	0.021644	0.0235827	0.000447188
66	0.023576	0.0235826	0.000440413
67	0.019836	0.0235267	0.000437375
68	0.02197	0.0235038	0.000431542
69	0.018712	0.0234343	0.000430839
70	0.025584	0.023465	0.000425777
71	0.023778	0.0234694	0.000419803
72	0.019384	0.0234127	0.00041779
73	0.019182	0.0233547	0.000416067
74	0.019744	0.0233059	0.000413295
75	0.02296	0.0233013	0.000407811
76	0.019816	0.0232555	0.000405015
77	0.029006	0.0233302	0.000406582
78	0.029362	0.0234075	0.000408658
79	0.022402	0.0233948	0.000403683
80	0.023404	0.0233949	0.000398637
81	0.029514	0.0234704	0.00040081
82	0.018664	0.0234118	0.000400185
83	0.026036	0.0234434	0.00039661
84	0.020368	0.0234068	0.000393575
85	0.018006	0.0233433	0.00039404
86	0.02473	0.0233594	0.000389788
87	0.013584	0.023247	0.000401176
88	0.023732	0.0232525	0.000396655
89	0.024526	0.0232669	0.000392456
90	0.021328	0.0232453	0.000388686
91	0.031752	0.0233388	0.000395496
92	0.031694	0.0234296	0.000401489
93	0.024708	0.0234434	0.000397407
94	0.02428	0.0234523	0.000393279
95	0.024436	0.0234626	0.000389276
96	0.029032	0.0235206	0.00038952
97	0.01763	0.0234599	0.000390209
98	0.019624	0.0234208	0.000388186
99	0.020056	0.0233868	0.00038575
100	0.032034	0.0234732	0.000391464
