#BLOCK:	ACTUAL_CV:	CV_AVE:	ERROR:
1	0.0034762	0.0034762	0
2	-3.20731e-14	0.0017381	0.00122902
3	8.70485e-05	0.00118775	0.000934482
4	0.00147509	0.00125959	0.000703617
5	0.000174097	0.00104249	0.000595445
6	-3.20731e-14	0.00086874	0.000520937
7	0.00121549	0.000918276	0.000448867
8	0.00286688	0.00116185	0.000454062
9	-3.20731e-14	0.00103276	0.000421563
10	-3.20731e-14	0.000929481	0.000391853
11	-3.20731e-14	0.000844983	0.000365227
12	0.000435188	0.000810833	0.000336384
13	0.00382075	0.00104237	0.000381967
14	-3.20731e-14	0.000967911	0.000361867
15	0.00104303	0.000972919	0.000337778
16	0.000522182	0.000944748	0.000317839
17	0.000174043	0.000899412	0.000302359
18	0.000869606	0.000897757	0.000285565
19	0.00451857	0.00108833	0.000328016
20	0.0107689	0.00157235	0.000565396
21	0.00173854	0.00158027	0.000538528
22	0.000521629	0.00153215	0.000516194
23	0.000174097	0.0014731	0.000497117
24	0.000434915	0.00142984	0.000478282
25	8.70485e-05	0.00137613	0.000462157
26	-3.20731e-14	0.0013232	0.000447402
27	0.000695171	0.00129994	0.000431436
28	0.00139062	0.00130318	0.00041604
29	8.70485e-05	0.00126125	0.000403801
30	-3.20731e-14	0.0012192	0.000392524
31	8.70485e-05	0.00118268	0.000381557
32	-3.20731e-14	0.00114572	0.000371419
33	-3.20731e-14	0.00111101	0.000361783
34	0.000869716	0.00110391	0.000351212
35	0.000173933	0.00107734	0.000342181
36	0.000173988	0.00105224	0.000333595
37	0.000260982	0.00103086	0.000325263
38	0.000521855	0.00101746	0.000316979
39	0.000783163	0.00101146	0.000308909
40	0.000348085	0.000994872	0.000301631
41	-3.20731e-14	0.000970607	0.000295248
42	0.00104354	0.000972344	0.000288224
43	0.00597418	0.00108867	0.000304089
44	-3.20731e-14	0.00106392	0.000298183
45	0.00139151	0.0010712	0.000291645
46	0.000261091	0.00105359	0.000285836
47	0.0011307	0.00105523	0.000279759
48	0.000434528	0.0010423	0.00027423
49	0.000174097	0.00102458	0.000269205
50	-3.20731e-14	0.00100409	0.0002646
51	0.000955751	0.00100314	0.000259413
52	0.00631352	0.00110527	0.000273789
53	-3.20731e-14	0.00108441	0.000269416
54	-3.20731e-14	0.00106433	0.000265174
55	-3.20731e-14	0.00104498	0.000261058
56	0.000521797	0.00103564	0.000256563
57	-3.20731e-14	0.00101747	0.000252705
58	-3.20731e-14	0.000999924	0.000248956
59	0.000956598	0.00099919	0.000244737
60	0.000521573	0.00099123	0.000240788
61	0.000173933	0.000977831	0.000237213
62	0.000521905	0.000970478	0.000233501
63	0.000173988	0.000957835	0.000230137
64	0.000782105	0.000955089	0.000226557
65	8.70485e-05	0.000941735	0.000223465
66	-3.20731e-14	0.000927466	0.000220534
67	0.000173988	0.00091622	0.000217529
68	-3.20731e-14	0.000902746	0.000214747
69	0.00060879	0.000898486	0.000211677
70	0.00278027	0.000925369	0.000210353
71	8.70485e-05	0.000913561	0.000207722
72	0.000521742	0.000908119	0.000204908
73	-3.20731e-14	0.000895679	0.000202478
74	0.00407758	0.000938678	0.000204256
75	-3.20731e-14	0.000926162	0.000201916
76	0.000435024	0.0009197	0.000199363
77	0.000174043	0.000910016	0.000197009
78	-3.20731e-14	0.000898349	0.000194828
79	-3.20731e-14	0.000886978	0.000192693
80	0.000695786	0.000884588	0.0001903
81	-3.20731e-14	0.000873667	0.000188263
82	-3.20731e-14	0.000863013	0.000186269
83	-3.20731e-14	0.000852615	0.000184314
84	0.000435188	0.000847645	0.000182187
85	8.70485e-05	0.000838697	0.000180263
86	0.000261037	0.00083198	0.000178292
87	0.0013027	0.000837391	0.000176325
88	8.70485e-05	0.000828864	0.000174528
89	-3.20731e-14	0.000819551	0.000172815
90	0.000695732	0.000818175	0.0001709
91	0.000609121	0.000815878	0.000169038
92	0.000521963	0.000812683	0.00016723
93	0.000347976	0.000807686	0.000165507
94	0.00043497	0.000803721	0.000163794
95	-3.20731e-14	0.000795261	0.000162288
96	0.000261091	0.000789697	0.000160693
97	-3.20731e-14	0.000781556	0.000159242
98	0.000347865	0.00077713	0.000157679
99	-3.20731e-14	0.00076928	0.000156281
100	-3.20731e-14	0.000761588	0.000154908
