#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-1.01998	-1.01998	0
2	-1.01999	-1.01999	2.96984e-06
3	-1.01997	-1.01998	5.94594e-06
4	-1.01993	-1.01997	1.22894e-05
5	-1.01999	-1.01997	1.07489e-05
6	-1.01999	-1.01998	9.43271e-06
7	-1.01994	-1.01997	9.28824e-06
8	-1.0199	-1.01996	1.18529e-05
9	-1.01999	-1.01996	1.08874e-05
10	-1.0198	-1.01995	1.87152e-05
11	-1.01999	-1.01995	1.74401e-05
12	-1.01997	-1.01995	1.60371e-05
13	-1.01982	-1.01994	1.79688e-05
14	-1.02	-1.01995	1.70876e-05
15	-1.01995	-1.01995	1.59507e-05
16	-1.01998	-1.01995	1.50575e-05
17	-1.01999	-1.01995	1.435e-05
18	-1.01996	-1.01995	1.35602e-05
19	-1.01978	-1.01994	1.54333e-05
20	-1.0196	-1.01993	2.23674e-05
21	-1.01992	-1.01992	2.13052e-05
22	-1.01998	-1.01993	2.04607e-05
23	-1.01999	-1.01993	1.97652e-05
24	-1.01986	-1.01993	1.9169e-05
25	-1.02	-1.01993	1.8601e-05
26	-1.02	-1.01993	1.8082e-05
27	-1.01993	-1.01993	1.74125e-05
28	-1.01993	-1.01993	1.67907e-05
29	-1.02	-1.01993	1.6355e-05
30	-1.02	-1.01994	1.59379e-05
31	-1.01995	-1.01994	1.54343e-05
32	-1.02	-1.01994	1.50768e-05
33	-1.02	-1.01994	1.47328e-05
34	-1.01984	-1.01994	1.45852e-05
35	-1.01999	-1.01994	1.42378e-05
36	-1.01999	-1.01994	1.39167e-05
37	-1.01995	-1.01994	1.3543e-05
38	-1.01998	-1.01994	1.32167e-05
39	-1.01995	-1.01994	1.28785e-05
40	-1.01998	-1.01994	1.25985e-05
41	-1.02	-1.01994	1.23673e-05
42	-1.01995	-1.01994	1.20736e-05
43	-1.01956	-1.01994	1.46848e-05
44	-1.02	-1.01994	1.44233e-05
45	-1.01993	-1.01994	1.41029e-05
46	-1.01999	-1.01994	1.38391e-05
47	-1.01992	-1.01994	1.35488e-05
48	-1.01994	-1.01994	1.32669e-05
49	-1.01993	-1.01994	1.29964e-05
50	-1.02	-1.01994	1.27954e-05
51	-1.01995	-1.01994	1.25479e-05
52	-1.01968	-1.01993	1.32828e-05
53	-1.02	-1.01994	1.30827e-05
54	-1.02	-1.01994	1.28945e-05
55	-1.02	-1.01994	1.27111e-05
56	-1.01998	-1.01994	1.25017e-05
57	-1.02	-1.01994	1.23285e-05
58	-1.02	-1.01994	1.21597e-05
59	-1.01995	-1.01994	1.19559e-05
60	-1.01998	-1.01994	1.17703e-05
61	-1.01993	-1.01994	1.15804e-05
62	-1.01998	-1.01994	1.14067e-05
63	-1.01999	-1.01994	1.12532e-05
64	-1.01995	-1.01994	1.10775e-05
65	-1.02	-1.01994	1.09373e-05
66	-1.02	-1.01994	1.08004e-05
67	-1.01999	-1.01995	1.06625e-05
68	-1.01998	-1.01995	1.05148e-05
69	-1.01997	-1.01995	1.03691e-05
70	-1.01987	-1.01994	1.02821e-05
71	-1.01999	-1.01995	1.01587e-05
72	-1.01998	-1.01995	1.00262e-05
73	-1.02	-1.01995	9.91625e-06
74	-1.01989	-1.01995	9.81438e-06
75	-1.02	-1.01995	9.71013e-06
76	-1.01998	-1.01995	9.59216e-06
77	-1.01999	-1.01995	9.48534e-06
78	-1.02	-1.01995	9.38758e-06
79	-1.01998	-1.01995	9.27943e-06
80	-1.01997	-1.01995	9.16635e-06
81	-1.01999	-1.01995	9.06856e-06
82	-1.02	-1.01995	8.9757e-06
83	-1.01977	-1.01995	9.1268e-06
84	-1.01998	-1.01995	9.02421e-06
85	-1.02	-1.01995	8.93558e-06
86	-1.01999	-1.01995	8.84325e-06
87	-1.01994	-1.01995	8.74266e-06
88	-1.01995	-1.01995	8.64334e-06
89	-1.01999	-1.01995	8.55713e-06
90	-1.01994	-1.01995	8.46237e-06
91	-1.01995	-1.01995	8.36942e-06
92	-1.01998	-1.01995	8.28329e-06
93	-1.01998	-1.01995	8.20233e-06
94	-1.01997	-1.01995	8.11827e-06
95	-1.02	-1.01995	8.04973e-06
96	-1.01999	-1.01995	7.97516e-06
97	-1.02	-1.01995	7.90886e-06
98	-1.01992	-1.01995	7.83293e-06
99	-1.01997	-1.01995	7.75649e-06
100	-1.02	-1.01995	7.69405e-06
