#BLOCK:	ACTUAL_CV:	CV_AVE:	ERROR:
1	0.0976832	0.0976832	0
2	0.0977459	0.0977146	2.21582e-05
3	0.0976938	0.0977076	1.58187e-05
4	0.0977075	0.0977076	1.18641e-05
5	0.0977833	0.0977228	1.65412e-05
6	0.0977154	0.0977215	1.38303e-05
7	0.097628	0.0977082	1.71311e-05
8	0.0976808	0.0977048	1.53264e-05
9	0.0976966	0.0977038	1.36503e-05
10	0.097793	0.0977128	1.49172e-05
11	0.0976348	0.0977057	1.515e-05
12	0.0977382	0.0977084	1.41277e-05
13	0.0977192	0.0977092	1.30656e-05
14	0.0976526	0.0977052	1.27428e-05
15	0.0976669	0.0977026	1.21463e-05
16	0.097814	0.0977096	1.32325e-05
17	0.0977538	0.0977122	1.27066e-05
18	0.0976684	0.0977098	1.22309e-05
19	0.0976843	0.0977084	1.16605e-05
20	0.0977454	0.0977103	1.12233e-05
21	0.0977125	0.0977104	1.06894e-05
22	0.0976126	0.0977059	1.10889e-05
23	0.097637	0.0977029	1.10046e-05
24	0.0977923	0.0977067	1.11585e-05
25	0.0977423	0.0977081	1.08028e-05
26	0.0977355	0.0977091	1.04387e-05
27	0.0976642	0.0977075	1.01838e-05
28	0.0976794	0.0977065	9.86931e-06
29	0.0977249	0.0977071	9.54946e-06
30	0.0978009	0.0977102	9.72934e-06
31	0.0976718	0.097709	9.49415e-06
32	0.097719	0.0977093	9.20264e-06
33	0.0976465	0.0977074	9.11841e-06
34	0.0977392	0.0977083	8.89798e-06
35	0.0976917	0.0977079	8.65636e-06
36	0.0976545	0.0977064	8.54177e-06
37	0.0977978	0.0977088	8.6606e-06
38	0.0976838	0.0977082	8.45766e-06
39	0.0976533	0.0977068	8.35717e-06
40	0.0976618	0.0977057	8.22364e-06
41	0.0976965	0.0977054	8.02612e-06
42	0.0976788	0.0977048	7.86e-06
43	0.097649	0.0977035	7.78342e-06
44	0.0975896	0.0977009	8.0256e-06
45	0.0977604	0.0977022	7.95546e-06
46	0.0975804	0.0976996	8.21125e-06
47	0.097655	0.0976986	8.09116e-06
48	0.0977925	0.0977006	8.15557e-06
49	0.0976744	0.0977001	8.00662e-06
50	0.0977164	0.0977004	7.85314e-06
51	0.0977041	0.0977005	7.6995e-06
52	0.0977033	0.0977005	7.55163e-06
53	0.0977187	0.0977009	7.41696e-06
54	0.0976213	0.0976994	7.42443e-06
55	0.0976622	0.0976987	7.3201e-06
56	0.0976797	0.0976984	7.19722e-06
57	0.0976678	0.0976978	7.09087e-06
58	0.0977977	0.0976996	7.17477e-06
59	0.0976746	0.0976991	7.06564e-06
60	0.0976901	0.097699	6.94948e-06
61	0.0976474	0.0976981	6.88678e-06
62	0.0976765	0.0976978	6.78451e-06
63	0.0977184	0.0976981	6.6847e-06
64	0.0977079	0.0976983	6.58199e-06
65	0.0977589	0.0976992	6.54642e-06
66	0.0975392	0.0976968	6.88165e-06
67	0.0976163	0.0976956	6.88292e-06
68	0.0978964	0.0976985	7.3882e-06
69	0.0976054	0.0976972	7.40339e-06
70	0.0977327	0.0976977	7.315e-06
71	0.0977601	0.0976986	7.26453e-06
72	0.097747	0.0976992	7.19465e-06
73	0.0975983	0.0976979	7.22783e-06
74	0.0975841	0.0976963	7.29174e-06
75	0.097753	0.0976971	7.2336e-06
76	0.0977596	0.0976979	7.1851e-06
77	0.0977335	0.0976984	7.10668e-06
78	0.0977111	0.0976985	7.01746e-06
79	0.0977824	0.0976996	7.0085e-06
80	0.0977334	0.0977	6.93366e-06
81	0.0978278	0.0977016	7.02518e-06
82	0.0977435	0.0977021	6.9581e-06
83	0.0976098	0.097701	6.96256e-06
84	0.0976561	0.0977005	6.90013e-06
85	0.0977303	0.0977008	6.8279e-06
86	0.0977967	0.0977019	6.839e-06
87	0.0977058	0.097702	6.76054e-06
88	0.0976203	0.097701	6.74705e-06
89	0.0976452	0.0977004	6.70035e-06
90	0.0977282	0.0977007	6.63301e-06
91	0.0976171	0.0976998	6.62351e-06
92	0.0977042	0.0976998	6.55169e-06
93	0.0976303	0.0976991	6.52379e-06
94	0.0977025	0.0976991	6.45449e-06
95	0.0977418	0.0976996	6.40217e-06
96	0.0977732	0.0977004	6.38129e-06
97	0.0977134	0.0977005	6.31693e-06
98	0.0976057	0.0976995	6.32613e-06
99	0.0976035	0.0976985	6.33616e-06
100	0.0977816	0.0976994	6.32695e-06
