#BLOCK:	ACTUAL_X:	X_AVE:	ERROR:
1	-16.0301	-16.0301	0
2	-16.0307	-16.0304	0.000212132
3	-15.5331	-15.8646	0.135366
4	-15.5566	-15.7876	0.121471
5	-15.6946	-15.769	0.0985918
6	-15.7453	-15.7651	0.0822393
7	-17.2399	-15.9758	0.207412
8	-15.8149	-15.9557	0.182458
9	-16.2815	-15.9919	0.165737
10	-15.3038	-15.923	0.16282
11	-16.667	-15.9907	0.161455
12	-15.5482	-15.9538	0.152153
13	-15.7487	-15.938	0.141265
14	-15.5305	-15.9089	0.134139
15	-16.1338	-15.9239	0.126032
16	-16.4481	-15.9567	0.12234
17	-15.8233	-15.9488	0.115394
18	-16.0392	-15.9538	0.109093
19	-16.052	-15.959	0.103473
20	-15.9762	-15.9599	0.0983033
21	-15.9595	-15.9599	0.0936222
22	-15.3217	-15.9308	0.0937531
23	-16.07	-15.9369	0.0898719
24	-15.7969	-15.9311	0.0863162
25	-15.8445	-15.9276	0.082933
26	-16.0832	-15.9336	0.0799589
27	-16.4955	-15.9544	0.0796596
28	-15.966	-15.9548	0.0768157
29	-16.2695	-15.9657	0.0749295
30	-16.3455	-15.9783	0.073494
31	-16.2933	-15.9885	0.0718223
32	-16.1972	-15.995	0.0698733
33	-16.1083	-15.9984	0.0678403
34	-15.517	-15.9843	0.0673066
35	-15.924	-15.9826	0.0654056
36	-16.0305	-15.9839	0.0636023
37	-15.8395	-15.98	0.062003
38	-15.5961	-15.9699	0.0611886
39	-15.6139	-15.9608	0.0602966
40	-16.5757	-15.9761	0.0607176
41	-15.5517	-15.9658	0.0601128
42	-14.9867	-15.9425	0.06304
43	-15.7515	-15.938	0.0617302
44	-16.297	-15.9462	0.060864
45	-16.0566	-15.9486	0.0595609
46	-15.5579	-15.9401	0.0588686
47	-15.8555	-15.9383	0.0576436
48	-16.2361	-15.9445	0.0567754
49	-15.696	-15.9395	0.0558429
50	-15.9176	-15.939	0.0547277
51	-15.1553	-15.9237	0.0557707
52	-16.2455	-15.9299	0.0550404
53	-15.8061	-15.9275	0.0540514
54	-16.0598	-15.93	0.053106
55	-15.862	-15.9287	0.0521548
56	-15.63	-15.9234	0.0514955
57	-15.858	-15.9223	0.0506049
58	-15.7461	-15.9192	0.0498235
59	-16.3735	-15.9269	0.0495703
60	-15.8818	-15.9262	0.0487499
61	-15.8768	-15.9254	0.0479574
62	-15.4653	-15.9179	0.0477544
63	-16.1932	-15.9223	0.0471959
64	-15.2743	-15.9122	0.047532
65	-16.1709	-15.9162	0.0469671
66	-16.3621	-15.9229	0.0467391
67	-15.9099	-15.9227	0.0460419
68	-15.774	-15.9205	0.0454167
69	-15.7943	-15.9187	0.0447953
70	-16.2563	-15.9235	0.0444142
71	-15.6096	-15.9191	0.0440082
72	-15.8192	-15.9177	0.0434188
73	-16.4004	-15.9243	0.0433246
74	-16.0561	-15.9261	0.0427757
75	-15.8319	-15.9249	0.0422238
76	-15.8442	-15.9238	0.0416815
77	-15.7201	-15.9211	0.0412241
78	-16.3313	-15.9264	0.0410296
79	-15.9511	-15.9267	0.0405114
80	-16.8968	-15.9388	0.0417804
81	-15.2382	-15.9302	0.0421505
82	-15.9526	-15.9305	0.0416374
83	-15.9215	-15.9304	0.0411359
84	-16.1959	-15.9335	0.0407674
85	-16.2269	-15.937	0.0404336
86	-16.0035	-15.9377	0.0399708
87	-15.8911	-15.9372	0.039515
88	-15.8696	-15.9364	0.0390734
89	-16.5213	-15.943	0.0391832
90	-15.8683	-15.9422	0.0387566
91	-16.4157	-15.9474	0.0386784
92	-15.3753	-15.9412	0.0387545
93	-16.3199	-15.9452	0.0385512
94	-15.8829	-15.9446	0.0381468
95	-15.9095	-15.9442	0.0377471
96	-16.2897	-15.9478	0.037525
97	-16.4796	-15.9533	0.0375365
98	-16.4547	-15.9584	0.0375006
99	-16.1422	-15.9603	0.0371677
100	-15.4658	-15.9553	0.0371235
