#BLOCK:	ACTUAL_CV:	CV_AVE:	ERROR:
1	0.17868	0.17868	0
2	0.17876	0.17872	2.8147e-05
3	0.178415	0.178619	8.50468e-05
4	0.178495	0.178588	6.91601e-05
5	0.178762	0.178622	6.34883e-05
6	0.178394	0.178584	6.33053e-05
7	0.178471	0.178568	5.6286e-05
8	0.178887	0.178608	6.17418e-05
9	0.178773	0.178626	5.75487e-05
10	0.178686	0.178632	5.20966e-05
11	0.179099	0.178675	6.2263e-05
12	0.178755	0.178681	5.74366e-05
13	0.17909	0.178713	6.10148e-05
14	0.178504	0.178698	5.84452e-05
15	0.179071	0.178723	5.96115e-05
16	0.178761	0.178725	5.59326e-05
17	0.179198	0.178753	5.91503e-05
18	0.178568	0.178743	5.67549e-05
19	0.178756	0.178743	5.3772e-05
20	0.178687	0.178741	5.1157e-05
21	0.178787	0.178743	4.8768e-05
22	0.178808	0.178746	4.66418e-05
23	0.178591	0.178739	4.50959e-05
24	0.178744	0.178739	4.32173e-05
25	0.179021	0.178751	4.29347e-05
26	0.178584	0.178744	4.1759e-05
27	0.178885	0.178749	4.05376e-05
28	0.179026	0.178759	4.02786e-05
29	0.178802	0.178761	3.89167e-05
30	0.178774	0.178761	3.76222e-05
31	0.178784	0.178762	3.64156e-05
32	0.178459	0.178752	3.64883e-05
33	0.179016	0.17876	3.62484e-05
34	0.178651	0.178757	3.53246e-05
35	0.17832	0.178745	3.64541e-05
36	0.179228	0.178758	3.78314e-05
37	0.179193	0.17877	3.85913e-05
38	0.178807	0.178771	3.75879e-05
39	0.178637	0.178767	3.67803e-05
40	0.178263	0.178755	3.79588e-05
41	0.178785	0.178756	3.70404e-05
42	0.178901	0.178759	3.63208e-05
43	0.178615	0.178756	3.56295e-05
44	0.178469	0.178749	3.54111e-05
45	0.178729	0.178749	3.46269e-05
46	0.178849	0.178751	3.39432e-05
47	0.178707	0.17875	3.32338e-05
48	0.178992	0.178755	3.29228e-05
49	0.179073	0.178762	3.28845e-05
50	0.178747	0.178761	3.22281e-05
51	0.178578	0.178758	3.17956e-05
52	0.178434	0.178751	3.17875e-05
53	0.178606	0.178749	3.13054e-05
54	0.179411	0.178761	3.30405e-05
55	0.178525	0.178757	3.27171e-05
56	0.178652	0.178755	3.21863e-05
57	0.178673	0.178753	3.16536e-05
58	0.178716	0.178753	3.11143e-05
59	0.178782	0.178753	3.0591e-05
60	0.178635	0.178751	3.01444e-05
61	0.178582	0.178748	2.97777e-05
62	0.178764	0.178749	2.92984e-05
63	0.179045	0.178753	2.92085e-05
64	0.178299	0.178746	2.96011e-05
65	0.178534	0.178743	2.93247e-05
66	0.178647	0.178742	2.89164e-05
67	0.17869	0.178741	2.84952e-05
68	0.17869	0.17874	2.8086e-05
69	0.17877	0.178741	2.76823e-05
70	0.178715	0.17874	2.72893e-05
71	0.17901	0.178744	2.71689e-05
72	0.178763	0.178744	2.67929e-05
73	0.178413	0.17874	2.68069e-05
74	0.178426	0.178735	2.67778e-05
75	0.178853	0.178737	2.64665e-05
76	0.178577	0.178735	2.62019e-05
77	0.178958	0.178738	2.60216e-05
78	0.178709	0.178737	2.56906e-05
79	0.178569	0.178735	2.54542e-05
80	0.178886	0.178737	2.5206e-05
81	0.178931	0.17874	2.5008e-05
82	0.17858	0.178738	2.47788e-05
83	0.178114	0.17873	2.55931e-05
84	0.178458	0.178727	2.54925e-05
85	0.178762	0.178727	2.5196e-05
86	0.178559	0.178725	2.49791e-05
87	0.17849	0.178723	2.48378e-05
88	0.178432	0.178719	2.47741e-05
89	0.178558	0.178718	2.45622e-05
90	0.178719	0.178718	2.42893e-05
91	0.179206	0.178723	2.46082e-05
92	0.178852	0.178724	2.43807e-05
93	0.17816	0.178718	2.4862e-05
94	0.178642	0.178717	2.46107e-05
95	0.17854	0.178716	2.44225e-05
96	0.178889	0.178717	2.42346e-05
97	0.17852	0.178715	2.40696e-05
98	0.178436	0.178712	2.39921e-05
99	0.178459	0.17871	2.38857e-05
100	0.178543	0.178708	2.37049e-05
