#BLOCK:	ACTUAL_M:	M_AVE:	ERROR:
1	0.023654	0.023654	0
2	0.026286	0.02497	0.000930553
3	0.020968	0.023636	0.00125349
4	0.02586	0.024192	0.00105625
5	0.02475	0.0243036	0.000850877
6	0.031126	0.0254407	0.00125706
7	0.026892	0.025648	0.00109445
8	0.027136	0.025834	0.000973318
9	0.02135	0.0253358	0.000984462
10	0.019264	0.0247286	0.0010568
11	0.018514	0.0241636	0.00110144
12	0.031202	0.0247502	0.00115531
13	0.026136	0.0248568	0.00107135
14	0.026726	0.0249903	0.00100311
15	0.020224	0.0246725	0.000985276
16	0.024516	0.0246627	0.000923745
17	0.02396	0.0246214	0.000870332
18	0.022196	0.0244867	0.000832345
19	0.028404	0.0246928	0.000813672
20	0.025998	0.0247581	0.000775601
21	0.02753	0.0248901	0.000749815
22	0.02521	0.0249046	0.000715874
23	0.02159	0.0247605	0.000699104
24	0.022272	0.0246568	0.000677621
25	0.019374	0.0244455	0.00068267
26	0.033336	0.0247875	0.000737093
27	0.021534	0.024667	0.000719575
28	0.027816	0.0247794	0.00070261
29	0.021348	0.0246611	0.000688273
30	0.019764	0.0244979	0.000684414
31	0.026486	0.024562	0.000665334
32	0.02902	0.0247013	0.000658966
33	0.029706	0.024853	0.000656217
34	0.017254	0.0246295	0.000673903
35	0.019922	0.024495	0.000667936
36	0.025836	0.0245322	0.00065042
37	0.021792	0.0244582	0.000637044
38	0.030246	0.0246105	0.000638228
39	0.025378	0.0246302	0.000622166
40	0.023368	0.0245986	0.000607412
41	0.021794	0.0245302	0.000596436
42	0.03213	0.0247111	0.000609065
43	0.031316	0.0248647	0.000613964
44	0.030084	0.0249834	0.000611362
45	0.02374	0.0249557	0.0005984
46	0.02524	0.0249619	0.000585423
47	0.021888	0.0248965	0.000576609
48	0.024364	0.0248854	0.000564703
49	0.031482	0.02502	0.000568999
50	0.024928	0.0250182	0.000557622
51	0.027312	0.0250632	0.000548499
52	0.027012	0.0251007	0.00053923
53	0.028972	0.0251737	0.00053398
54	0.025454	0.0251789	0.000524117
55	0.024382	0.0251644	0.000514788
56	0.034136	0.0253246	0.000529938
57	0.023954	0.0253006	0.000521186
58	0.023496	0.0252694	0.000513128
59	0.029226	0.0253365	0.000508794
60	0.02571	0.0253427	0.000500353
61	0.02834	0.0253919	0.000494557
62	0.027496	0.0254258	0.000487743
63	0.020448	0.0253468	0.000486359
64	0.03041	0.0254259	0.000485151
65	0.0282	0.0254686	0.000479561
66	0.024212	0.0254495	0.000472673
67	0.026912	0.0254714	0.000466122
68	0.024372	0.0254552	0.000459547
69	0.022194	0.0254079	0.000455311
70	0.02956	0.0254673	0.000452654
71	0.028034	0.0255034	0.00044772
72	0.022806	0.0254659	0.000443066
73	0.025124	0.0254613	0.000437021
74	0.026404	0.025474	0.000431301
75	0.02688	0.0254927	0.000425958
76	0.027294	0.0255164	0.000421012
77	0.025606	0.0255176	0.000415546
78	0.025354	0.0255155	0.000410224
79	0.0204	0.0254508	0.00041011
80	0.02878	0.0254924	0.000407089
81	0.02421	0.0254765	0.000402371
82	0.026046	0.0254835	0.000397524
83	0.023314	0.0254573	0.000393593
84	0.027032	0.0254761	0.000389354
85	0.026024	0.0254825	0.000384826
86	0.02419	0.0254675	0.000380645
87	0.024718	0.0254589	0.000376367
88	0.023628	0.0254381	0.000372665
89	0.025528	0.0254391	0.000368479
90	0.02765	0.0254637	0.000365203
91	0.021416	0.0254192	0.000363888
92	0.030534	0.0254748	0.000364155
93	0.018436	0.0253991	0.000368021
94	0.023336	0.0253771	0.00036476
95	0.026138	0.0253852	0.000361008
96	0.021326	0.0253429	0.000359715
97	0.027814	0.0253684	0.000356908
98	0.020588	0.0253196	0.000356583
99	0.020966	0.0252756	0.000355683
100	0.020198	0.0252248	0.000355732
