#BLOCK:	ACTUAL_CV:	CV_AVE:	ERROR:
1	0.361175	0.361175	0
2	0.362257	0.361716	0.000382559
3	0.362607	0.362013	0.000351852
4	0.364013	0.362513	0.000507036
5	0.362597	0.36253	0.000405906
6	0.364319	0.362828	0.000434149
7	0.360267	0.362462	0.000503209
8	0.361081	0.362289	0.000468983
9	0.361806	0.362236	0.000419943
10	0.364657	0.362478	0.000442277
11	0.363398	0.362561	0.000409914
12	0.363607	0.362649	0.000384908
13	0.365776	0.362889	0.000423873
14	0.361298	0.362775	0.000408555
15	0.36532	0.362945	0.000415038
16	0.364872	0.363066	0.000406198
17	0.361414	0.362968	0.00039375
18	0.362603	0.362948	0.000372399
19	0.363081	0.362955	0.000352864
20	0.363237	0.362969	0.000335503
21	0.365301	0.36308	0.000337398
22	0.36315	0.363083	0.000322077
23	0.361515	0.363015	0.000315208
24	0.36337	0.36303	0.000302421
25	0.364187	0.363076	0.000293845
26	0.36286	0.363068	0.000282661
27	0.366036	0.363178	0.000292788
28	0.362919	0.363169	0.000282477
29	0.363456	0.363179	0.000272911
30	0.364045	0.363207	0.000265338
31	0.361056	0.363138	0.000265698
32	0.363656	0.363154	0.000257887
33	0.364093	0.363183	0.000251637
34	0.364476	0.363221	0.000247096
35	0.361884	0.363183	0.000242968
36	0.365598	0.36325	0.000245308
37	0.361525	0.363203	0.000243065
38	0.363221	0.363204	0.000236669
39	0.3642	0.363229	0.000231976
40	0.362095	0.363201	0.000227902
41	0.360667	0.363139	0.000230567
42	0.363066	0.363137	0.000225084
43	0.362853	0.363131	0.000219946
44	0.364904	0.363171	0.000218609
45	0.361838	0.363141	0.000215748
46	0.36107	0.363096	0.000215704
47	0.363892	0.363113	0.000211777
48	0.364336	0.363139	0.000208891
49	0.363556	0.363147	0.000204802
50	0.36255	0.363135	0.000201054
51	0.364276	0.363158	0.000198353
52	0.363179	0.363158	0.000194539
53	0.364526	0.363184	0.000192574
54	0.363979	0.363199	0.00018957
55	0.364208	0.363217	0.000187009
56	0.362303	0.363201	0.00018438
57	0.362076	0.363181	0.000182198
58	0.361146	0.363146	0.000182402
59	0.364094	0.363162	0.000180016
60	0.363931	0.363175	0.000177472
61	0.362026	0.363156	0.000175559
62	0.360253	0.363109	0.000178861
63	0.361425	0.363082	0.000178007
64	0.363755	0.363093	0.000175537
65	0.361796	0.363073	0.000173965
66	0.36397	0.363086	0.00017186
67	0.36277	0.363082	0.000169359
68	0.364824	0.363107	0.000168796
69	0.360828	0.363074	0.000169551
70	0.365192	0.363105	0.000169807
71	0.366829	0.363157	0.000175329
72	0.362956	0.363154	0.000172916
73	0.362534	0.363146	0.000170756
74	0.362764	0.363141	0.000168527
75	0.36164	0.363121	0.000167463
76	0.362291	0.36311	0.000165615
77	0.365055	0.363135	0.000165381
78	0.364617	0.363154	0.000164348
79	0.362482	0.363145	0.000162488
80	0.363561	0.363151	0.00016054
81	0.361673	0.363132	0.000159591
82	0.36005	0.363095	0.000162012
83	0.362665	0.36309	0.000160143
84	0.364883	0.363111	0.000159653
85	0.361914	0.363097	0.000158395
86	0.362808	0.363094	0.000156588
87	0.36447	0.363109	0.000155586
88	0.363312	0.363112	0.000153835
89	0.363873	0.36312	0.000152344
90	0.362669	0.363115	0.000150734
91	0.362159	0.363105	0.000149443
92	0.364302	0.363118	0.000148384
93	0.362063	0.363106	0.000147221
94	0.362483	0.3631	0.000145804
95	0.362522	0.363094	0.000144396
96	0.363798	0.363101	0.000143078
97	0.364351	0.363114	0.000142182
98	0.360956	0.363092	0.000142426
99	0.360598	0.363067	0.000143198
100	0.362805	0.363064	0.00014179
