#BLOCK:	ACTUAL_M:	M_AVE:	ERROR:
1	0.10007	0.10007	0
2	0.066634	0.083352	0.0118214
3	0.083466	0.08339	0.007881
4	0.076804	0.0817435	0.00608031
5	0.093102	0.0840152	0.00527157
6	0.081486	0.0835937	0.00440979
7	0.10031	0.0859817	0.00437894
8	0.096698	0.0873213	0.00403126
9	0.086672	0.0872491	0.00358399
10	0.087714	0.0872956	0.00322589
11	0.087568	0.0873204	0.00293272
12	0.08534	0.0871553	0.00269297
13	0.07615	0.0863088	0.0026155
14	0.070452	0.0851761	0.00266264
15	0.08646	0.0852617	0.00248651
16	0.08481	0.0852335	0.00233126
17	0.105236	0.0864101	0.0024733
18	0.086888	0.0864367	0.00233603
19	0.090696	0.0866608	0.00222382
20	0.08244	0.0864498	0.00212262
21	0.084462	0.0863551	0.00202365
22	0.077464	0.085951	0.00197161
23	0.084112	0.085871	0.00188751
24	0.087936	0.0859571	0.00181082
25	0.082178	0.0858059	0.00174468
26	0.08041	0.0855984	0.00168988
27	0.102052	0.0862078	0.00173369
28	0.102828	0.0868014	0.00177047
29	0.08157	0.086621	0.00171859
30	0.097232	0.0869747	0.00169731
31	0.09513	0.0872377	0.00166282
32	0.093622	0.0874372	0.00162278
33	0.077484	0.0871356	0.00160139
34	0.085632	0.0870914	0.0015549
35	0.068412	0.0865577	0.00159945
36	0.077444	0.0863046	0.00157493
37	0.091784	0.0864526	0.00153931
38	0.098922	0.0867808	0.00153338
39	0.09303	0.086941	0.00150241
40	0.083638	0.0868584	0.00146711
41	0.102826	0.0872479	0.00148212
42	0.101778	0.0875939	0.00148666
43	0.081738	0.0874577	0.00145831
44	0.08789	0.0874675	0.0014252
45	0.085148	0.087416	0.00139446
46	0.091138	0.0874969	0.00136649
47	0.08086	0.0873557	0.00134469
48	0.074858	0.0870953	0.00134165
49	0.09239	0.0872033	0.00131861
50	0.091906	0.0872974	0.00129559
51	0.09124	0.0873747	0.00127249
52	0.084188	0.0873134	0.0012495
53	0.105024	0.0876476	0.00126982
54	0.09103	0.0877102	0.00124785
55	0.074814	0.0874757	0.00124699
56	0.089602	0.0875137	0.0012253
57	0.083198	0.087438	0.00120614
58	0.074198	0.0872097	0.00120676
59	0.098814	0.0874064	0.00120223
60	0.08172	0.0873116	0.00118592
61	0.100656	0.0875304	0.00118648
62	0.074698	0.0873234	0.00118526
63	0.079292	0.0871959	0.00117328
64	0.102906	0.0874414	0.00118035
65	0.098192	0.0876068	0.00117372
66	0.092966	0.087688	0.00115874
67	0.089612	0.0877167	0.0011418
68	0.087866	0.0877189	0.00112501
69	0.102342	0.0879308	0.00112849
70	0.101592	0.088126	0.00112912
71	0.09821	0.088268	0.00112212
72	0.078892	0.0881378	0.00111406
73	0.093662	0.0882135	0.00110137
74	0.07864	0.0880841	0.00109406
75	0.092388	0.0881415	0.00108097
76	0.099288	0.0882882	0.00107665
77	0.07602	0.0881288	0.00107439
78	0.092018	0.0881787	0.00106178
79	0.077024	0.0880375	0.00105768
80	0.083104	0.0879758	0.00104626
81	0.077284	0.0878438	0.00104163
82	0.091064	0.0878831	0.00102967
83	0.093976	0.0879565	0.00101988
84	0.075232	0.087805	0.00101893
85	0.081438	0.0877301	0.00100969
86	0.087254	0.0877246	0.000997963
87	0.083128	0.0876717	0.00098789
88	0.075402	0.0875323	0.000986454
89	0.095884	0.0876262	0.000979823
90	0.089254	0.0876442	0.000969103
91	0.0862	0.0876284	0.000958584
92	0.07788	0.0875224	0.000954003
93	0.091558	0.0875658	0.000944731
94	0.09231	0.0876163	0.000936028
95	0.093582	0.0876791	0.000928279
96	0.0927	0.0877314	0.000920082
97	0.095256	0.0878089	0.000913861
98	0.09399	0.087872	0.000906709
99	0.097886	0.0879732	0.000903175
100	0.09117	0.0880051	0.000894709
