#BLOCK:	ACTUAL_M:	M_AVE:	ERROR:
1	0.999976	0.999976	0
2	0.999996	0.999986	7.07107e-06
3	0.999956	0.999976	9.42809e-06
4	0.999798	0.999931	3.91815e-05
5	0.999996	0.999944	3.34013e-05
6	0.999996	0.999953	2.89204e-05
7	0.999858	0.999939	2.77914e-05
8	0.99985	0.999928	2.64704e-05
9	0.999988	0.999935	2.43475e-05
10	0.99922	0.999863	7.12725e-05
11	0.999994	0.999875	6.57746e-05
12	0.99998	0.999884	6.08696e-05
13	0.99956	0.999859	6.1077e-05
14	0.999998	0.999869	5.75148e-05
15	0.99992	0.999872	5.37809e-05
16	0.999984	0.999879	5.08698e-05
17	0.999992	0.999886	4.8307e-05
18	0.999948	0.999889	4.57459e-05
19	0.999608	0.999875	4.56736e-05
20	0.997386	0.99975	0.000128809
21	0.999872	0.999756	0.000122806
22	0.999964	0.999765	0.000117587
23	0.999996	0.999775	0.000112901
24	0.99968	0.999771	0.000108267
25	0.999998	0.999781	0.000104315
26	1	0.999789	0.000100643
27	0.999888	0.999793	9.69825e-05
28	0.999892	0.999796	9.35837e-05
29	0.999998	0.999803	9.0615e-05
30	0.999996	0.99981	8.78222e-05
31	0.999922	0.999813	8.5064e-05
32	1	0.999819	8.26058e-05
33	1	0.999825	8.02843e-05
34	0.999686	0.99982	7.80263e-05
35	0.999988	0.999825	7.59437e-05
36	0.999992	0.99983	7.39753e-05
37	0.999926	0.999832	7.20215e-05
38	0.99997	0.999836	7.02171e-05
39	0.999958	0.999839	6.84862e-05
40	0.999988	0.999843	6.68749e-05
41	1	0.999847	6.53534e-05
42	0.99992	0.999849	6.38206e-05
43	0.997998	0.999805	7.5464e-05
44	1	0.99981	7.38782e-05
45	0.999922	0.999812	7.22785e-05
46	0.999992	0.999816	7.08126e-05
47	0.999922	0.999819	6.93416e-05
48	0.999936	0.999821	6.79402e-05
49	0.99993	0.999823	6.65901e-05
50	1	0.999827	6.5352e-05
51	0.999914	0.999828	6.4093e-05
52	0.998456	0.999802	6.80784e-05
53	0.999998	0.999806	6.68942e-05
54	1	0.999809	6.5752e-05
55	1	0.999813	6.46478e-05
56	0.99997	0.999816	6.35543e-05
57	1	0.999819	6.25215e-05
58	1	0.999822	6.15215e-05
59	0.999944	0.999824	6.05135e-05
60	0.999962	0.999826	5.95486e-05
61	0.999854	0.999827	5.85741e-05
62	0.999974	0.999829	5.76775e-05
63	0.999992	0.999832	5.68198e-05
64	0.99992	0.999833	5.59487e-05
65	0.999998	0.999836	5.51454e-05
66	0.999998	0.999838	5.43647e-05
67	0.999992	0.99984	5.36017e-05
68	0.999958	0.999842	5.28414e-05
69	0.999966	0.999844	5.2106e-05
70	0.999746	0.999843	5.13804e-05
71	0.999994	0.999845	5.0701e-05
72	0.999968	0.999846	5.00257e-05
73	1	0.999849	4.93847e-05
74	0.999772	0.999847	4.87281e-05
75	1	0.99985	4.81208e-05
76	0.999982	0.999851	4.75192e-05
77	0.999994	0.999853	4.69382e-05
78	1	0.999855	4.63742e-05
79	0.999978	0.999857	4.58133e-05
80	0.999962	0.999858	4.52596e-05
81	0.999994	0.99986	4.47321e-05
82	0.999996	0.999861	4.42175e-05
83	0.99908	0.999852	4.46753e-05
84	0.999986	0.999853	4.4172e-05
85	0.999998	0.999855	4.36851e-05
86	0.99999	0.999857	4.32052e-05
87	0.999862	0.999857	4.27087e-05
88	0.999952	0.999858	4.22371e-05
89	0.999982	0.999859	4.17855e-05
90	0.999942	0.99986	4.13314e-05
91	0.999942	0.999861	4.0887e-05
92	0.999976	0.999862	4.04616e-05
93	0.999984	0.999864	4.00477e-05
94	0.999974	0.999865	3.96389e-05
95	1	0.999866	3.92472e-05
96	0.999992	0.999868	3.88603e-05
97	1	0.999869	3.84836e-05
98	0.999834	0.999869	3.80926e-05
99	0.999982	0.99987	3.77251e-05
100	1	0.999871	3.73703e-05
