#BLOCK:	ACTUAL_X:	X_AVE:	ERROR:
1	-39.2489	-39.2489	0
2	-38.618	-38.9334	0.223042
3	-39.207	-39.0246	0.1663
4	-37.3312	-38.6013	0.387266
5	-40.0071	-38.8825	0.399036
6	-40.1264	-39.0898	0.382615
7	-38.3166	-38.9793	0.34353
8	-38.6688	-38.9405	0.302774
9	-38.9134	-38.9375	0.269148
10	-38.163	-38.86	0.25313
11	-36.621	-38.6565	0.301029
12	-39.9885	-38.7675	0.2957
13	-38.1712	-38.7216	0.276488
14	-39.3654	-38.7676	0.260535
15	-36.5143	-38.6174	0.283182
16	-37.4802	-38.5463	0.274258
17	-38.368	-38.5358	0.258325
18	-38.8499	-38.5533	0.244563
19	-36.3137	-38.4354	0.258541
20	-38.2875	-38.428	0.245719
21	-39.3372	-38.4713	0.237802
22	-37.3237	-38.4191	0.232644
23	-38.7898	-38.4353	0.223086
24	-40.0204	-38.5013	0.223354
25	-37.1961	-38.4491	0.220437
26	-41.6558	-38.5724	0.244035
27	-38.6717	-38.5761	0.235024
28	-38.5846	-38.5764	0.226631
29	-38.7413	-38.5821	0.218887
30	-37.5867	-38.5489	0.214091
31	-39.3266	-38.574	0.20865
32	-40.1345	-38.6228	0.20775
33	-37.2228	-38.5803	0.20574
34	-37.7925	-38.5572	0.20099
35	-37.8544	-38.5371	0.196248
36	-37.3613	-38.5044	0.193495
37	-37.464	-38.4763	0.190298
38	-39.1308	-38.4935	0.186068
39	-39.111	-38.5094	0.181969
40	-39.0305	-38.5224	0.177885
41	-38.1567	-38.5135	0.17377
42	-37.9645	-38.5004	0.170124
43	-38.2204	-38.4939	0.166292
44	-37.34	-38.4677	0.164568
45	-38.8038	-38.4751	0.16108
46	-36.3448	-38.4288	0.164101
47	-40.2709	-38.468	0.165223
48	-37.1076	-38.4397	0.164194
49	-37.1963	-38.4143	0.162792
50	-38.6735	-38.4195	0.159619
51	-38.3194	-38.4175	0.156501
52	-38.2846	-38.415	0.153512
53	-38.133	-38.4096	0.150708
54	-37.207	-38.3874	0.149554
55	-39.411	-38.406	0.147988
56	-39.3179	-38.4223	0.146239
57	-36.9111	-38.3958	0.146056
58	-37.2194	-38.3755	0.144939
59	-38.9654	-38.3855	0.142827
60	-38.6782	-38.3904	0.14053
61	-39.7762	-38.4131	0.140051
62	-38.6343	-38.4166	0.137837
63	-36.4897	-38.3861	0.139001
64	-38.3338	-38.3852	0.136832
65	-39.4208	-38.4012	0.135651
66	-38.9436	-38.4094	0.133845
67	-38.0533	-38.4041	0.131952
68	-37.6236	-38.3926	0.13051
69	-37.87	-38.385	0.128838
70	-38.547	-38.3873	0.127018
71	-38.5807	-38.3901	0.125259
72	-37.9997	-38.3846	0.123636
73	-38.0585	-38.3802	0.122023
74	-38.0118	-38.3752	0.120476
75	-38.9053	-38.3823	0.119077
76	-38.4656	-38.3834	0.117515
77	-36.9426	-38.3646	0.117469
78	-38.4553	-38.3658	0.115969
79	-39.8541	-38.3846	0.116021
80	-39.4964	-38.3985	0.1154
81	-38.2511	-38.3967	0.113989
82	-40.5704	-38.4232	0.11564
83	-39.3403	-38.4343	0.114774
84	-38.8263	-38.4389	0.113502
85	-37.576	-38.4288	0.11262
86	-39.4702	-38.4409	0.11196
87	-38.154	-38.4376	0.110721
88	-38.0312	-38.433	0.109559
89	-37.3048	-38.4203	0.109059
90	-38.5927	-38.4222	0.107864
91	-36.8189	-38.4046	0.108109
92	-38.8605	-38.4096	0.107047
93	-37.3221	-38.3979	0.106533
94	-39.1137	-38.4055	0.105671
95	-39.0422	-38.4122	0.104771
96	-38.1698	-38.4097	0.10371
97	-40.6807	-38.4331	0.10525
98	-38.0989	-38.4297	0.104232
99	-39.4906	-38.4404	0.103728
100	-37.7805	-38.4338	0.102901
