#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-0.105314	-0.105314	0
2	-0.252679	-0.178997	0.0521015
3	-0.28617	-0.214721	0.0453574
4	-0.339193	-0.245839	0.043399
5	-0.345352	-0.265742	0.0390168
6	-0.369285	-0.282999	0.0361295
7	-0.398072	-0.299438	0.0345059
8	-0.36621	-0.307784	0.0311858
9	-0.354787	-0.313007	0.0281546
10	-0.356468	-0.317353	0.0256724
11	-0.377061	-0.322781	0.0239055
12	-0.375696	-0.327191	0.0223164
13	-0.402068	-0.332951	0.0213301
14	-0.378655	-0.336215	0.0200548
15	-0.380519	-0.339169	0.018934
16	-0.35048	-0.339876	0.0177638
17	-0.35909	-0.341006	0.0167548
18	-0.354478	-0.341754	0.0158407
19	-0.344587	-0.341903	0.0150077
20	-0.349552	-0.342286	0.0142622
