#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	1.46899	1.46899	0
2	1.46877	1.46888	7.56624e-05
3	1.46871	1.46882	6.87209e-05
4	1.46877	1.46881	5.30352e-05
5	1.46887	1.46882	4.39441e-05
6	1.46874	1.46881	3.85897e-05
7	1.46876	1.4688	3.36713e-05
8	1.46877	1.4688	2.97283e-05
9	1.46872	1.46879	2.77091e-05
10	1.46865	1.46878	2.82622e-05
11	1.46865	1.46876	2.77473e-05
12	1.46857	1.46875	2.99793e-05
13	1.46867	1.46874	2.82508e-05
14	1.46874	1.46874	2.6233e-05
15	1.46876	1.46874	2.45016e-05
16	1.46875	1.46874	2.29749e-05
17	1.46876	1.46874	2.1652e-05
18	1.4688	1.46875	2.06897e-05
19	1.46881	1.46875	1.98464e-05
20	1.46867	1.46875	1.93088e-05
