#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	1.45287	1.45287	0
2	1.45264	1.45275	8.15072e-05
3	1.45264	1.45272	6.1849e-05
4	1.45267	1.4527	4.75053e-05
5	1.45252	1.45267	4.97912e-05
6	1.45266	1.45267	4.15129e-05
7	1.45261	1.45266	3.62391e-05
8	1.45271	1.45267	3.2342e-05
9	1.4527	1.45267	2.89562e-05
10	1.45256	1.45266	2.82188e-05
11	1.45257	1.45265	2.6762e-05
12	1.45256	1.45264	2.54653e-05
13	1.45257	1.45264	2.40829e-05
14	1.45252	1.45263	2.37735e-05
15	1.45252	1.45262	2.33299e-05
16	1.45253	1.45262	2.26067e-05
17	1.45262	1.45262	2.12804e-05
18	1.45263	1.45262	2.01171e-05
19	1.45257	1.45261	1.92092e-05
20	1.45248	1.45261	1.93463e-05
