#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.67702	1.67702	0
2	1.6096	1.64331	0.0238372
3	1.55801	1.61488	0.0281335
4	1.58025	1.60622	0.0223928
5	1.63039	1.61105	0.0184284
6	1.63551	1.61513	0.0158011
7	1.63459	1.61791	0.0137862
8	1.56499	1.61129	0.0135574
9	1.61003	1.61115	0.0120518
10	1.59317	1.60936	0.0109799
11	1.56925	1.60571	0.0105696
12	1.59994	1.60523	0.00969977
13	1.59187	1.6042	0.0090079
14	1.61803	1.60519	0.00841843
15	1.60261	1.60502	0.00785895
16	1.61863	1.60587	0.0074137
17	1.582	1.60446	0.0071093
18	1.58906	1.60361	0.00676561
19	1.58948	1.60286	0.00645028
20	1.58104	1.60177	0.00621935
