#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.40751	-3.40751	0
2	-3.4065	-3.40701	0.000357507
3	-3.40685	-3.40696	0.00024197
4	-3.40671	-3.40689	0.000189302
5	-3.40745	-3.407	0.000180938
6	-3.40772	-3.40712	0.000186151
7	-3.40813	-3.40727	0.000208174
8	-3.40584	-3.40709	0.000247425
9	-3.40708	-3.40709	0.000219935
10	-3.4063	-3.40701	0.000211439
11	-3.4057	-3.40689	0.000223048
12	-3.4067	-3.40687	0.000205027
13	-3.40836	-3.40699	0.000218621
14	-3.40767	-3.40704	0.000208355
15	-3.41181	-3.40736	0.00036359
16	-3.40913	-3.40747	0.000357306
17	-3.4084	-3.40752	0.000340451
18	-3.40683	-3.40748	0.000323697
19	-3.40723	-3.40747	0.000306943
20	-3.40792	-3.40749	0.000292428
