#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.478088	0.478088	0
2	0.447412	0.46275	0.0108455
3	0.432352	0.452618	0.0109876
4	0.434844	0.448174	0.00909483
5	0.451113	0.448762	0.00729484
6	0.450496	0.449051	0.00608475
7	0.433932	0.446891	0.00558569
8	0.442538	0.446347	0.00491391
9	0.442536	0.445924	0.00438613
10	0.436951	0.445026	0.00403824
11	0.445525	0.445072	0.00367139
12	0.448128	0.445326	0.00337426
13	0.436523	0.444649	0.00318192
14	0.460352	0.445771	0.00314611
15	0.431437	0.444815	0.00307808
16	0.4396	0.444489	0.00290291
17	0.453691	0.445031	0.00278216
18	0.433358	0.444382	0.00270211
19	0.436543	0.44397	0.00259119
20	0.440632	0.443803	0.002467
