#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.740952	0.740952	0
2	0.696045	0.718498	0.0158772
3	0.697326	0.711441	0.0120516
4	0.694734	0.707264	0.00973567
5	0.713514	0.708514	0.00786836
6	0.692147	0.705786	0.0070139
7	0.713859	0.70694	0.00610599
8	0.729448	0.709753	0.00595582
9	0.718931	0.710773	0.00538066
10	0.73176	0.712872	0.00523593
11	0.704791	0.712137	0.00481118
12	0.707953	0.711788	0.00442287
13	0.720696	0.712474	0.00413538
14	0.720398	0.71304	0.00387853
15	0.709575	0.712809	0.00362684
16	0.71597	0.713006	0.00340554
17	0.709239	0.712785	0.00321242
18	0.719779	0.713173	0.00305736
19	0.713194	0.713174	0.00289644
20	0.706079	0.712819	0.00277326
