#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.58055	1.58055	0
2	1.53915	1.55985	0.0146346
3	1.54642	1.55537	0.0104189
4	1.52729	1.54835	0.00990108
5	1.53355	1.54539	0.00835178
6	1.51992	1.54115	0.00796613
7	1.52871	1.53937	0.00702336
8	1.51567	1.53641	0.00674157
9	1.50435	1.53285	0.00686913
10	1.52164	1.53173	0.00627291
11	1.50681	1.52946	0.00609796
12	1.5406	1.53039	0.00566
13	1.54005	1.53113	0.00527321
14	1.55932	1.53315	0.00526699
15	1.52269	1.53245	0.00496177
16	1.55746	1.53401	0.00489164
17	1.52348	1.53339	0.00464299
18	1.50853	1.53201	0.00458588
19	1.51113	1.53091	0.00447421
20	1.509	1.52982	0.00438255
