#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.13279	-5.13279	0
2	-5.0654	-5.09909	0.0238254
3	-5.01171	-5.06996	0.0285995
4	-5.03637	-5.06157	0.0226491
5	-5.0865	-5.06655	0.0186602
6	-5.09205	-5.0708	0.0160266
7	-5.09114	-5.07371	0.0139979
8	-5.02036	-5.06704	0.013745
9	-5.06562	-5.06688	0.0122187
10	-5.05052	-5.06525	0.0111058
11	-5.02577	-5.06166	0.0106601
12	-5.05571	-5.06116	0.00978331
13	-5.048	-5.06015	0.00908296
14	-5.07299	-5.06107	0.00848036
15	-5.05952	-5.06096	0.00791564
16	-5.07472	-5.06182	0.00746747
17	-5.03739	-5.06039	0.00716522
18	-5.04277	-5.05941	0.00683366
19	-5.0452	-5.05866	0.00651478
20	-5.03905	-5.05768	0.00626237
