#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.900751	0.900751	0
2	0.868993	0.884872	0.0112282
3	0.843269	0.871004	0.0135735
4	0.853803	0.866704	0.0108399
5	0.878107	0.868985	0.00890861
6	0.880966	0.870982	0.00764438
7	0.880912	0.8724	0.00668266
8	0.846051	0.869107	0.00660933
9	0.868959	0.86909	0.00587498
10	0.859642	0.868145	0.00536292
11	0.848315	0.866343	0.0051695
12	0.864419	0.866182	0.00474119
13	0.859205	0.865646	0.00440676
14	0.872112	0.866107	0.00411612
15	0.864244	0.865983	0.00384359
16	0.871961	0.866357	0.00362148
17	0.854728	0.865673	0.00347246
18	0.859032	0.865304	0.00329908
19	0.858634	0.864953	0.00314407
20	0.853488	0.86438	0.00303868
