#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.15104	-5.15104	0
2	-5.10795	-5.1295	0.0152372
3	-5.11707	-5.12536	0.010706
4	-5.09585	-5.11798	0.0102599
5	-5.10297	-5.11498	0.00863605
6	-5.08947	-5.11073	0.00817639
7	-5.10046	-5.10926	0.00713873
8	-5.08677	-5.10645	0.00677714
9	-5.07455	-5.1029	0.00688904
10	-5.09136	-5.10175	0.00629619
11	-5.07512	-5.09933	0.00617163
12	-5.1123	-5.10041	0.00575119
13	-5.10894	-5.10107	0.00534613
14	-5.13012	-5.10314	0.00535196
15	-5.0942	-5.10255	0.00502822
16	-5.12642	-5.10404	0.00493045
17	-5.09244	-5.10336	0.00468738
18	-5.07901	-5.102	0.00461801
19	-5.08019	-5.10086	0.00451536
20	-5.08031	-5.09983	0.00440487
