#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.90286	-3.90286	0
2	-3.90125	-3.90206	0.000566663
3	-3.90151	-3.90187	0.000405747
4	-3.90161	-3.90181	0.000309565
5	-3.90205	-3.90186	0.000251324
6	-3.90145	-3.90179	0.000218427
7	-3.90455	-3.90218	0.000410799
8	-3.90398	-3.90241	0.000416611
9	-3.90154	-3.90231	0.000381359
10	-3.90237	-3.90232	0.000343265
11	-3.90326	-3.9024	0.000322586
12	-3.90361	-3.9025	0.000310883
13	-3.90297	-3.90254	0.000289023
14	-3.90313	-3.90258	0.000271458
15	-3.90291	-3.9026	0.000254253
16	-3.9016	-3.90254	0.000245968
17	-3.90083	-3.90244	0.000251148
18	-3.90103	-3.90236	0.000249175
19	-3.9025	-3.90237	0.000236164
20	-3.9	-3.90225	0.0002524
