#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.298	-5.298	0
2	-5.21181	-5.2549	0.030472
3	-5.22734	-5.24571	0.0216558
4	-5.21796	-5.23878	0.0173178
5	-5.19741	-5.2305	0.0157067
6	-5.23228	-5.2308	0.0130917
7	-5.21178	-5.22808	0.0115
8	-5.2214	-5.22725	0.0100928
9	-5.21492	-5.22588	0.00906383
10	-5.21187	-5.22448	0.00826502
11	-5.24457	-5.2263	0.00771289
12	-5.23643	-5.22715	0.00711619
13	-5.20003	-5.22506	0.00686764
14	-5.2278	-5.22526	0.00637989
15	-5.21772	-5.22475	0.00597432
16	-5.22792	-5.22495	0.0056042
17	-5.15581	-5.22088	0.00658722
18	-5.19375	-5.21938	0.00639139
19	-5.22966	-5.21992	0.00607786
20	-5.2311	-5.22048	0.00579962
