#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.11469	-5.11469	0
2	-5.05088	-5.08278	0.0225597
3	-5.01149	-5.05902	0.0245499
4	-5.02755	-5.05115	0.0196325
5	-5.04996	-5.05091	0.0157075
6	-5.03961	-5.04903	0.0132021
7	-5.04597	-5.04859	0.0113233
8	-5.0297	-5.04623	0.0101511
9	-5.02857	-5.04427	0.00921095
10	-5.01579	-5.04142	0.00871898
11	-5.04158	-5.04144	0.00792636
12	-5.02466	-5.04004	0.00738805
13	-5.05946	-5.04153	0.00696913
14	-5.03822	-5.04129	0.00647535
15	-5.04946	-5.04184	0.00606651
16	-5.05469	-5.04264	0.00574026
17	-5.02692	-5.04172	0.00547664
18	-5.04218	-5.04174	0.00517244
19	-5.03226	-5.04124	0.00492422
20	-5.01412	-5.03989	0.0048612
