#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.28023	-5.28023	0
2	-5.18715	-5.23369	0.0329074
3	-5.18541	-5.2176	0.0255734
4	-5.18241	-5.2088	0.0206374
5	-5.22168	-5.21138	0.0166698
6	-5.17696	-5.20564	0.0148456
7	-5.22388	-5.20825	0.0129515
8	-5.25565	-5.21417	0.0126155
9	-5.23696	-5.2167	0.0114651
10	-5.2598	-5.22101	0.011099
11	-5.20395	-5.21946	0.0101978
12	-5.20658	-5.21839	0.00940428
13	-5.23745	-5.21985	0.00879443
14	-5.2363	-5.22103	0.00824431
15	-5.20795	-5.22016	0.00774068
16	-5.2286	-5.22068	0.00727485
17	-5.21405	-5.22029	0.00685739
18	-5.23489	-5.22111	0.00652419
19	-5.22362	-5.22124	0.00618216
20	-5.20837	-5.22059	0.00590645
