#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.40768	-3.40768	0
2	-3.40707	-3.40738	0.000216929
3	-3.40943	-3.40806	0.000578046
4	-3.40811	-3.40807	0.000433646
5	-3.4095	-3.40836	0.000430887
6	-3.40833	-3.40836	0.000359094
7	-3.41072	-3.40869	0.000438599
8	-3.40693	-3.40847	0.000435456
9	-3.40788	-3.40841	0.000392011
10	-3.40705	-3.40827	0.000375593
11	-3.40768	-3.40822	0.000345266
12	-3.40971	-3.40834	0.000338286
13	-3.40722	-3.40826	0.000323028
14	-3.40586	-3.40809	0.000342198
15	-3.4072	-3.40803	0.000324404
16	-3.40773	-3.40801	0.000304661
17	-3.40631	-3.40791	0.000302693
18	-3.40737	-3.40788	0.000287345
19	-3.40646	-3.4078	0.000281718
20	-3.40528	-3.40768	0.000294513
