#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.08552	-5.08552	0
2	-4.99443	-5.03997	0.0322052
3	-5.03219	-5.03738	0.0215745
4	-5.00408	-5.02905	0.0177138
5	-5.02979	-5.0292	0.0141716
6	-5.01371	-5.02662	0.0120427
7	-5.00825	-5.02399	0.0106045
8	-5.04951	-5.02718	0.00974676
9	-5.02732	-5.0272	0.0086638
10	-5.03727	-5.0282	0.0078557
11	-5.02341	-5.02777	0.00715365
12	-5.02548	-5.02758	0.00656006
13	-5.0364	-5.02826	0.00609043
14	-5.0158	-5.02737	0.00572003
15	-5.02557	-5.02725	0.00533995
16	-5.00422	-5.02581	0.00519647
17	-5.0445	-5.02691	0.00500584
18	-5.02564	-5.02684	0.00472823
19	-5.04028	-5.02754	0.00453202
20	-5.08661	-5.0305	0.00517893
