#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-4.70116	-4.70116	0
2	-4.70198	-4.70157	0.000288604
3	-4.70401	-4.70238	0.000691311
4	-4.70168	-4.70221	0.000540517
5	-4.70343	-4.70245	0.000484483
6	-4.70187	-4.70235	0.000413229
7	-4.70106	-4.70217	0.000393282
8	-4.70278	-4.70225	0.000351545
9	-4.69924	-4.70191	0.000443941
10	-4.70221	-4.70194	0.000400536
11	-4.70172	-4.70192	0.000364639
12	-4.70138	-4.70188	0.00033703
13	-4.70194	-4.70188	0.000311144
14	-4.70337	-4.70199	0.00030648
15	-4.70357	-4.70209	0.000303764
16	-4.70135	-4.70205	0.000288329
17	-4.70249	-4.70207	0.000272519
18	-4.70289	-4.70212	0.000261128
19	-4.70106	-4.70206	0.000253233
20	-4.69956	-4.70194	0.00026973
