#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.917591	0.917591	0
2	0.888223	0.902907	0.0103832
3	0.869105	0.89164	0.011513
4	0.876898	0.887954	0.00920579
5	0.885702	0.887504	0.00737564
6	0.880479	0.886333	0.00623862
7	0.884212	0.88603	0.00535474
8	0.877395	0.884951	0.00479296
9	0.876256	0.883985	0.00435668
10	0.870305	0.882617	0.0041302
11	0.883444	0.882692	0.00375542
12	0.874559	0.882014	0.00350308
13	0.890011	0.882629	0.00328718
14	0.880195	0.882455	0.00305697
15	0.882619	0.882466	0.0028532
16	0.887502	0.882781	0.00269217
17	0.875386	0.882346	0.00256871
18	0.883188	0.882393	0.00242643
19	0.876926	0.882105	0.00231572
20	0.868218	0.881411	0.00230167
