#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.906852	0.906852	0
2	0.864554	0.885703	0.0149547
3	0.870782	0.880729	0.0107651
4	0.861795	0.875996	0.00905493
5	0.891594	0.879115	0.00776279
6	0.889118	0.880783	0.00664561
7	0.889359	0.882008	0.00580809
8	0.854923	0.878622	0.00598805
9	0.881511	0.878943	0.00533131
10	0.87995	0.879044	0.00479913
11	0.874443	0.878626	0.00438104
12	0.881143	0.878835	0.00402097
13	0.873431	0.87842	0.00373309
14	0.884144	0.878828	0.00348876
15	0.891664	0.879684	0.00335948
16	0.867243	0.878907	0.00323825
17	0.885284	0.879282	0.00306941
18	0.880697	0.87936	0.0028999
19	0.870134	0.878875	0.00278763
20	0.864325	0.878147	0.00274154
