#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.5705	-3.5705	0
2	-3.56879	-3.56964	0.000602617
3	-3.57065	-3.56998	0.00048679
4	-3.56857	-3.56963	0.000476764
5	-3.56942	-3.56959	0.000383228
6	-3.56955	-3.56958	0.0003194
7	-3.57175	-3.56989	0.000396183
8	-3.57111	-3.57004	0.000374843
9	-3.57019	-3.57006	0.000333569
10	-3.56971	-3.57002	0.000301998
11	-3.56831	-3.56987	0.000311984
12	-3.5717	-3.57002	0.000321145
13	-3.56889	-3.56993	0.000307967
14	-3.5708	-3.57	0.000292098
15	-3.57151	-3.5701	0.000289623
16	-3.56897	-3.57003	0.00028
17	-3.56896	-3.56996	0.000270406
18	-3.57048	-3.56999	0.000256887
19	-3.56906	-3.56994	0.000248025
20	-3.57131	-3.57001	0.000244853
