#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.859946	0.859946	0
2	0.827965	0.843955	0.011307
3	0.814321	0.834077	0.0110396
4	0.814875	0.829277	0.00926486
5	0.822077	0.827837	0.00752294
6	0.829987	0.828195	0.00627765
7	0.831982	0.828736	0.00540409
8	0.825582	0.828342	0.00474294
9	0.828732	0.828385	0.00421615
10	0.814254	0.826972	0.00402438
11	0.825644	0.826851	0.00366034
12	0.823396	0.826563	0.00336662
13	0.819	0.825982	0.00315751
14	0.838545	0.826879	0.00305684
15	0.813952	0.826017	0.00297204
16	0.837629	0.826743	0.00287353
17	0.823831	0.826572	0.0027096
18	0.831464	0.826844	0.00257266
19	0.837996	0.827431	0.00250333
20	0.826887	0.827403	0.00237831
