#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.44974	-3.44974	0
2	-3.44723	-3.44848	0.000887171
3	-3.44722	-3.44806	0.000683404
4	-3.44864	-3.44821	0.000527806
5	-3.44898	-3.44836	0.000444535
6	-3.4476	-3.44824	0.000388216
7	-3.45107	-3.44864	0.000501385
8	-3.45053	-3.44888	0.000491122
9	-3.44762	-3.44874	0.000455851
10	-3.45105	-3.44897	0.000465345
11	-3.44756	-3.44884	0.00044026
12	-3.44788	-3.44876	0.00041078
13	-3.44963	-3.44883	0.000384544
14	-3.45083	-3.44897	0.000382685
15	-3.45044	-3.44907	0.000369479
16	-3.45108	-3.44919	0.000367147
17	-3.44965	-3.44922	0.000346532
18	-3.45074	-3.44931	0.000337405
19	-3.4497	-3.44933	0.000320278
20	-3.44943	-3.44933	0.000304305
