#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	0.926195	0.926195	0
2	0.861811	0.894003	0.0227631
3	0.833297	0.873767	0.0224337
4	0.834335	0.863909	0.0188673
5	0.866731	0.864474	0.0151023
6	0.867964	0.865055	0.0125964
7	0.834142	0.860639	0.0115452
8	0.850562	0.85938	0.0101705
9	0.847332	0.858041	0.00912814
10	0.840651	0.856302	0.00837933
11	0.855189	0.856201	0.00761818
12	0.861908	0.856676	0.00699816
13	0.837983	0.855238	0.00660593
14	0.884012	0.857294	0.00644588
15	0.828443	0.85537	0.00629657
16	0.844646	0.8547	0.0059386
17	0.872378	0.85574	0.00567958
18	0.834823	0.854578	0.00548163
19	0.839174	0.853767	0.00525274
20	0.844852	0.853321	0.00500898
