#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.891742	0.891742	0
2	0.847575	0.869658	0.0156154
3	0.866694	0.86867	0.0104415
4	0.859585	0.866399	0.00807439
5	0.841043	0.861328	0.00789295
6	0.865426	0.862011	0.00660696
7	0.877399	0.864209	0.00601772
8	0.86302	0.864061	0.00526734
9	0.85621	0.863188	0.00475376
10	0.863684	0.863238	0.00427864
11	0.865722	0.863464	0.00389562
12	0.883231	0.865111	0.00390376
13	0.87533	0.865897	0.00368177
14	0.873777	0.86646	0.00346154
15	0.870902	0.866756	0.00324342
16	0.877937	0.867455	0.00311508
17	0.866736	0.867413	0.00293213
18	0.86788	0.867439	0.00276935
19	0.865867	0.867356	0.00262483
20	0.880087	0.867992	0.00256961
