#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.10938	-5.10938	0
2	-5.0129	-5.06114	0.0341099
3	-5.04902	-5.0571	0.0229779
4	-5.04014	-5.05286	0.0176201
5	-5.0011	-5.04251	0.0168648
6	-5.05016	-5.04378	0.0141021
7	-5.07937	-5.04887	0.0129716
8	-5.04998	-5.04901	0.0113509
9	-5.03083	-5.04699	0.0102677
10	-5.05172	-5.04746	0.00925184
11	-5.05177	-5.04785	0.00841905
12	-5.08591	-5.05102	0.00829346
13	-5.07304	-5.05272	0.00782654
14	-5.07044	-5.05398	0.00736916
15	-5.06222	-5.05453	0.00689829
16	-5.07972	-5.05611	0.00664441
17	-5.05565	-5.05608	0.00625362
18	-5.05806	-5.05619	0.00590716
19	-5.05247	-5.05599	0.0055995
20	-5.08241	-5.05732	0.00547311
