#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.45576	-3.45576	0
2	-3.4558	-3.45578	1.17998e-05
3	-3.45369	-3.45509	0.000567928
4	-3.45613	-3.45535	0.000481797
5	-3.45612	-3.4555	0.000409292
6	-3.45654	-3.45567	0.000376153
7	-3.45655	-3.4558	0.00034267
8	-3.45537	-3.45575	0.000303925
9	-3.45559	-3.45573	0.000270625
10	-3.45735	-3.45589	0.000288031
11	-3.45652	-3.45595	0.000267478
12	-3.45577	-3.45593	0.000245584
13	-3.45613	-3.45595	0.000227176
14	-3.45497	-3.45588	0.000221535
15	-3.4569	-3.45595	0.000217031
16	-3.45609	-3.45596	0.000203646
17	-3.45539	-3.45592	0.000194402
18	-3.45371	-3.4558	0.000219165
19	-3.45572	-3.45579	0.000207667
20	-3.45801	-3.45591	0.000224852
