#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.06906	1.06906	0
2	1.02339	1.04622	0.0161453
3	1.00556	1.03267	0.0154374
4	1.00694	1.02624	0.0128487
5	1.01554	1.0241	0.0104556
6	1.02794	1.02474	0.00873259
7	1.03118	1.02566	0.00753342
8	1.0205	1.02501	0.00661923
9	1.02551	1.02507	0.00588399
10	1.00663	1.02322	0.00557712
11	1.02207	1.02312	0.0050711
12	1.01763	1.02266	0.0046691
13	1.01161	1.02181	0.00438663
14	1.03679	1.02288	0.0042017
15	1.00591	1.02175	0.004071
16	1.03756	1.02274	0.00393458
17	1.01979	1.02256	0.00370696
18	1.02944	1.02295	0.00352067
19	1.03737	1.02371	0.00341619
20	1.02382	1.02371	0.00324538
