#BLOCK:	ACTUAL_P:	P_AVE:	ERROR:
1	0.923586	0.923586	0
2	0.90193	0.912758	0.00765673
3	0.883751	0.903089	0.00940108
4	0.889025	0.899573	0.00768022
5	0.876166	0.894892	0.00743531
6	0.901153	0.895935	0.00626889
7	0.89696	0.896081	0.00537505
8	0.873542	0.893264	0.00539125
9	0.907706	0.894869	0.00502537
10	0.884175	0.893799	0.00463521
11	0.888379	0.893307	0.00423994
12	0.879379	0.892146	0.00404234
13	0.881287	0.891311	0.00381672
14	0.875935	0.890212	0.00369874
15	0.900649	0.890908	0.003517
16	0.87213	0.889735	0.00348752
17	0.872241	0.888706	0.00343082
18	0.889403	0.888744	0.00324044
19	0.872245	0.887876	0.00318412
20	0.876138	0.887289	0.00307852
