#BLOCK:	ACTUAL_T:	T_AVE:	ERROR:
1	1.1348	1.1348	0
2	1.07514	1.10497	0.021093
3	1.09967	1.10321	0.0141358
4	1.08145	1.09777	0.0116009
5	1.09689	1.09759	0.00928209
6	1.08724	1.09587	0.00789393
7	1.08402	1.09417	0.00694537
8	1.11053	1.09622	0.00637095
9	1.09618	1.09621	0.00566307
10	1.10152	1.09675	0.0051216
11	1.09455	1.09655	0.00465987
12	1.09459	1.09638	0.00427441
13	1.10221	1.09683	0.00396903
14	1.08791	1.09619	0.00373638
15	1.09492	1.09611	0.00348826
16	1.08129	1.09518	0.00339094
17	1.10751	1.09591	0.00326811
18	1.09444	1.09583	0.00308757
19	1.10354	1.09623	0.00295161
20	1.13488	1.09816	0.0033779
