#BLOCK:	ACTUAL_PE:	PE_AVE:	ERROR:
1	-5.17357	-5.17357	0
2	-5.10462	-5.1391	0.0243768
3	-5.07884	-5.11901	0.0230869
4	-5.08162	-5.10966	0.0191142
5	-5.09334	-5.1064	0.0155678
6	-5.112	-5.10733	0.0130011
7	-5.117	-5.10871	0.011217
8	-5.10054	-5.10769	0.00986126
9	-5.10781	-5.1077	0.00876557
10	-5.08065	-5.105	0.00829619
11	-5.10203	-5.10473	0.00754638
12	-5.0957	-5.10398	0.0069549
13	-5.08524	-5.10254	0.0065676
14	-5.12526	-5.10416	0.00629588
15	-5.07816	-5.10243	0.00611012
16	-5.12792	-5.10402	0.00593232
17	-5.10075	-5.10383	0.00558648
18	-5.11354	-5.10437	0.00530215
19	-5.12596	-5.1055	0.00514351
20	-5.1065	-5.10555	0.00488657
