#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.38988	-3.38988	0
2	-3.38946	-3.38967	0.000147554
3	-3.3907	-3.39002	0.000296482
4	-3.39164	-3.39042	0.00041609
5	-3.39048	-3.39043	0.000333046
6	-3.3915	-3.39061	0.000321675
7	-3.39072	-3.39063	0.00027612
8	-3.39002	-3.39055	0.000251994
9	-3.39031	-3.39052	0.000225448
10	-3.39065	-3.39054	0.000203271
11	-3.38769	-3.39028	0.000308032
12	-3.3877	-3.39006	0.000349211
13	-3.38969	-3.39004	0.000323523
14	-3.39	-3.39003	0.000300423
15	-3.3909	-3.39009	0.00028595
16	-3.39022	-3.3901	0.0002682
17	-3.39006	-3.3901	0.000252434
18	-3.39123	-3.39016	0.000246118
19	-3.391	-3.3902	0.000237136
20	-3.38946	-3.39017	0.000228211
