#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.56999	-3.56999	0
2	-3.56954	-3.56976	0.00015895
3	-3.5705	-3.57001	0.000227238
4	-3.57121	-3.57031	0.000311941
5	-3.57003	-3.57025	0.000254595
6	-3.57009	-3.57023	0.000213653
7	-3.57023	-3.57023	0.000183132
8	-3.56978	-3.57017	0.000168416
9	-3.56955	-3.5701	0.000163324
10	-3.5707	-3.57016	0.000157738
11	-3.56893	-3.57005	0.000178944
12	-3.56926	-3.56998	0.000175743
13	-3.56782	-3.56982	0.000227851
14	-3.57008	-3.56984	0.000212337
15	-3.56929	-3.5698	0.000201332
16	-3.57158	-3.56991	0.000217452
17	-3.57107	-3.56998	0.000215037
18	-3.56938	-3.56995	0.000205672
19	-3.56992	-3.56994	0.000194854
20	-3.57077	-3.56999	0.000189458
