N_BLOCK:	ACCEPTANCE:
1	0.514856
2	0.512558
3	0.511361
4	0.511036
5	0.511275
6	0.510296
7	0.510526
8	0.509714
9	0.509835
10	0.509718
11	0.509697
12	0.509569
13	0.509633
14	0.509563
15	0.509454
16	0.509375
17	0.509417
18	0.509427
19	0.509655
20	0.509751
