,acc,loss,val_acc,val_loss
0,0.9319833517074585,0.22781826555728912,0.9800999760627747,0.06776892393827438
1,0.9776333570480347,0.07589844614267349,0.9829999804496765,0.05361568555235863
2,0.9824833273887634,0.056944746524095535,0.9854000210762024,0.0473085381090641
3,0.9860833287239075,0.04588092491030693,0.9868000149726868,0.04373542591929436
4,0.9885333180427551,0.03814709559082985,0.9871000051498413,0.04163767397403717
5,0.9900333285331726,0.03231256082653999,0.9872999787330627,0.040905971080064774
6,0.9918000102043152,0.027681831270456314,0.9872000217437744,0.040722232311964035
7,0.992733359336853,0.023805661126971245,0.9869999885559082,0.04007666930556297
8,0.9938166737556458,0.020672250539064407,0.9876000285148621,0.042106568813323975
9,0.9947166442871094,0.01779257319867611,0.986299991607666,0.04687223210930824
